twitter,url,name,location,timezone,country,language,bundle,wait,no_adguard
kystandard,https://www.kystandard.com/,Kentucky Standard,Bardstown,America/New_York,US,en,kentucky,,
la_ser,https://cadenaser.com/,Cadena SER,Madrid,Europe/Madrid,ES,es,,,
labornotes,https://www.labornotes.org/,Labor Notes,Detroit,America/Chicago,US,en,us-left-wing,,
lacrossetribune,https://lacrossetribune.com/,LaCrosse Tribune,LaCrosse,America/Chicago,US,en,wisconsin,,
lagrangenews,https://www.lagrangenews.com,The LaGrange Daily News,LaGrange,America/New_York,US,en,georgia,,
laist,https://laist.com/,LAist,Los Angeles,America/Los_Angeles,US,en,socal|california,,
lajornadaonline,https://www.jornada.com.mx/,Jornada,Mexico City,America/Mexico_City,MX,es,,,
lanacion,https://www.lanacion.com.ar/,La Nacion,Buenos Aires,America/Buenos_Aires,AR,es,,,
lancenet,https://www.lance.com.br/,Lance,Rio de Janeiro,America/Sao_Paulo,BR,pt,sports,,
lanuevaespana,https://www.lne.es/,La Nueva España,Oviedo,Europe/Madrid,ES,es,,,
laopinioncoruna,https://www.laopinioncoruna.es/,La Opinión A Coruña,A Coruña,Europe/Madrid,ES,es,,,
laprensaar,https://www.laprensa.com.ar/,La Prensa,Buenos Aires,America/Buenos_Aires,AR,es,,,
larazon_es,https://www.larazon.es/,La Razón,Madrid,Europe/Madrid,ES,es,,,
lastampa,https://www.lastampa.it/,La Stampa,Torino,Europe/Berlin,IT,it,,,
lasvegassun,https://lasvegassun.com/,Las Vegas Sun,Las Vegas,America/Los_Angeles,US,en,nevada|las-vegas,,
lataco,https://www.lataco.com/,L.A. Taco,Los Angeles,America/Los_Angeles,US,en,socal|california,,
latimes,https://www.latimes.com,Los Angeles Times,Los Angeles,America/Los_Angeles,US,en,socal|california,,
lavanguardia,https://www.lavanguardia.com/,La Vanguardia,Barcelona,Europe/Madrid,ES,es,,,
lavozdegalicia,https://www.lavozdegalicia.es/,La Voz de Galicia,A Coruña,Europe/Madrid,ES,es,,,
ldnews,https://www.ldnews.com/,Lebanon Daily News,Lebanon,America/New_York,US,en,pennsylvania|gannett,,
le_figaro,https://www.lefigaro.fr/,Le Figaro,Paris,Europe/Paris,FR,fr,,,
le_parisien,https://www.leparisien.fr/,Le Parisien,Paris,Europe/Paris,FR,fr,,,
leadertelegram,https://www.leadertelegram.com/,Eau Claire Leader-Telegram,Eau Claire,America/Chicago,US,en,wisconsin,,
leafchronicle,https://www.theleafchronicle.com/,Clarksville Leaf Chronicle,Clarksville,America/Chicago,US,en,tennessee|gannett,,
lebanontown,https://lebtown.com/,LebTown,Lebanon,America/New_York,US,en,pennsylvania,,
ledevoir,https://www.ledevoir.com/,Le Devoir,Montreal,America/New_York,CA,fr,,,
ledgerenquirer,https://www.ledger-enquirer.com,The Ledger-Enquirer,Columbus,America/New_York,US,en,georgia|mcclatchy,,
lehuffpost,https://www.huffingtonpost.fr/,Le Huffington Post,Paris,Europe/Paris,FR,fr,,,
lemonde_en,https://www.lemonde.fr/en/,Le Monde in English,Paris,Europe/Paris,FR,fr,,,
lemondefr,https://www.lemonde.fr/,Le Monde,Paris,Europe/Paris,FR,fr,,,
lentaruofficial,https://lenta.ru/,Lenta.ru,Moscow,Europe/Moscow,RU,ru,,,
lesoir,https://www.lesoir.be/,Le Soir,Brussels,Europe/Brussels,BE,fr,,,
levernews,https://www.levernews.com/,Lever,Denver,America/Denver,US,en,us-left-wing,,
lewistontribune,https://lmtribune.com/,Lewiston Tribune,Lewiston,America/Denver,US,en,idaho,,
lex18news,https://www.lex18.com/,LEX 18 News,Lexington,America/New_York,US,en,kentucky,,
lexdispatch,https://www.the-dispatch.com/,The Dispatch,Lexington,America/New_York,US,en,north-carolina|gannett,,
libe,https://www.liberation.fr/,Libération,Paris,Europe/Paris,FR,fr,,,
littlevillage,https://littlevillagemag.com/,Little Village,Iowa City,America/Chicago,US,en,iowa,,
live_hindustan,https://www.livehindustan.com/,Hindustan,New Delhi,Asia/Kolkata,IN,hi,,,
livingstondaily,https://www.livingstondaily.com/,Livingston County Daily Press & Argus,Livingston,America/Detroit,US,en,michigan|gannett,,
ljworld,https://www2.ljworld.com/,Lawrence Journal-World,Lawrence,America/Chicago,US,en,kansas,,
lobs,https://www.nouvelobs.com/,L’Obs,Paris,Europe/Paris,FR,fr,,,
lohud,https://www.lohud.com/,The Westchester County Journal News,White Plains,America/New_York,US,en,new-york-state|gannett,,
lokaantar,https://lokaantar.com/,Lokantar,Lalitpur,Asia/Kathmandu,NP,ne,,,
lokpath,https://www.lokpath.com/,Lokpath,Kathmandu,Asia/Kathmandu,NP,ne,,,
lookoutscruz,https://lookout.co/santacruz/,Lookout Santa Cruz,Santa Cruz,America/Los_Angeles,US,en,bay-area|california,,
lp_lapresse,https://www.lapresse.ca/,La Presse,Montreal,America/New_York,CA,fr,,,
lrb,https://www.lrb.co.uk/,London Review of Books,London,Europe/London,GB,en,,,
lsjnews,https://www.lansingstatejournal.com/,Lansing State Journal,Lansing,America/Detroit,US,en,michigan|gannett,,
ltntw,https://www.ltn.com.tw/,Liberty Times,Taipei City,Asia/Taipei,TW,zh,,,
lubbockonline,https://www.lubbockonline.com/,Lubbock Avalanche-Journal,Lubbock,America/Chicago,US,en,texas|gannett,,
maarivonline,https://www.maariv.co.il/,Maariv,Tel Aviv,Asia/Tel_Aviv,IL,he,,,
macrumors,https://www.macrumors.com/,MacRumors,Virginia,America/New_York,US,en,tech,,
mailandguardian,https://mg.co.za/,Mail & Guardian,Johannesburg,Africa/Johannesburg,ZA,en,,,
mailonline,https://www.dailymail.co.uk/home/index.html,Daily Mail,London,Europe/London,GB,en,,,
mainemonitor,https://themainemonitor.org/,Maine Monitor,Augusta,America/New_York,US,en,,,
mansfieldnj,https://www.mansfieldnewsjournal.com/,Mansfield News Journal,Mansfield,America/New_York,US,en,ohio|gannett,,
marfaradio,https://marfapublicradio.org/,Marfa Public Radio,Marfa,America/Chicago,US,en,texas,,
maroelamedia,https://maroelamedia.co.za/,Maroela Media,Centurion,Africa/Johannesburg,ZA,af,,,
marshallproj,https://www.themarshallproject.org/,Marshall Project,New York City,America/New_York,US,en,,,
marylandmatters,https://www.marylandmatters.org/,Maryland Matters,Takoma Park,America/New_York,US,en,maryland,,
mashable,https://mashable.com/,Mashable,Silicon Valley,America/Los_Angeles,US,en,tech,,
mcall,https://www.mcall.com/,The Morning Call,Allentown,America/New_York,US,en,,,
mcclatchydc,http://www.mcclatchydc.com,McClatchy DC,Washington,America/New_York,US,en,capitol-hill|mcclatchy,,
mcgilldaily,https://www.mcgilldaily.com/,McGill Daily,Montreal,America/New_York,CA,en,student,,
mddailyrecord,https://thedailyrecord.com/,Maryland Daily Record,Baltimore,America/New_York,US,en,maryland,,
mdjonline,https://www.mdjonline.com,Marietta Daily Journal,Marietta,America/New_York,US,en,georgia,,
mdr_san,https://www.mdr.de/nachrichten/index.html,MDR Sachsen-Anhalt,Magdeburg,Europe/Berlin,DE,de,,,
media_outlier,https://outliermedia.org/,Outlier Media,Detroit,America/Chicago,US,en,,,
mediaite,https://www.mediaite.com/,Mediaite,New York City,America/New_York,US,en,,,
mediapart,https://www.mediapart.fr/,Mediapart,Paris,Europe/Paris,FR,fr,,,
meduzaproject,https://meduza.io/,Meduza,Riga,Europe/Riga,LV,ru,,,
memphisnews,https://www.commercialappeal.com/,Commercial Appeal,Memphis,America/Chicago,US,en,tennessee|gannett|mississippi|gannett,,
mercedsunstar,http://www.mercedsunstar.com,Merced Sun Star,Merced,America/Los_Angeles,US,en,california|mcclatchy,,
mercnews,https://www.mercurynews.com/,Mercury News,San Jose,America/Los_Angeles,US,en,bay-area|california,,
metropoles,https://www.metropoles.com/,Metrópoles,Brasília,America/Sao_Paulo,BR,pt,,,
metrowestdaily,https://www.metrowestdailynews.com/,MetroWest Daily News,Framingham,America/New_York,US,en,massachusetts|gannett,,
mgmadvertiser,https://www.montgomeryadvertiser.com/,Montgomery Advertiser,Montgomery,America/Chicago,US,en,alabama|gannett,,
miamiherald,https://www.miamiherald.com/,Miami Herald,Miami,America/New_York,US,en,florida|mcclatchy,,
michigandaily,https://www.michigandaily.com/,Michigan Daily,Ann Arbor,America/Detroit,US,en,,,
midnight_sun_ak,https://midnightsunak.com/,Midnight Sun,Anchorage,America/Anchorage,US,en,alaska,,
milenio,https://www.milenio.com/,Milenio,Monterrey,America/Mexico_City,MX,es,,,
milforddaily,https://www.milforddailynews.com/,Milford Daily News,Milford,America/New_York,US,en,massachusetts|gannett,,
minnpost,https://www.minnpost.com/,MinnPost,Minneapolis,America/Chicago,US,en,minnesota,,
missoulian,https://missoulian.com/,Missoulian,Missoula,America/Denver,US,en,montana,,
miwisconsin,https://miwisconsin.com/,mi wisconsin,Madison,America/Chicago,US,en,wisconsin,,
mlnow,https://missionlocal.org/,Mission Local,San Francisco,America/Los_Angeles,US,en,bay-area|california,,
mmfa,https://www.mediamatters.org/,Media Matters,Washington,America/New_York,US,en,us-left-wing,,
mnherald,https://www.marshfieldnewsherald.com/,Marshfield News-Herald,Marshfield,America/Chicago,US,en,wisconsin|gannett,,
mo_independent,https://missouriindependent.com/,Missouri Independent,Jefferson City,America/Chicago,US,en,missouri,,
modbee,http://www.modbee.com,The Modesto Bee,Modesto,America/Los_Angeles,US,en,california|mcclatchy,,
mongabay,http://www.mongabay.com/,Mongabay,Menlo Park,America/Los_Angeles,US,en,,,
moreperfectus,https://perfectunion.us/,More Perfect Union,Washington,America/New_York,US,en,us-left-wing,,
morningbrew,https://www.morningbrew.com/,Morning Brew,New York City,America/New_York,US,en,,,
motherjones,https://www.motherjones.com/,Mother Jones,San Francisco,America/Los_Angeles,US,en,us-left-wing,,
msfreepress,https://www.mississippifreepress.org/,Mississippi Free Press,Jackson,America/Chicago,US,en,mississippi,,
msn,https://www.msn.com/,MSN,Redmond,America/Los_Angeles,US,en,,,
msnbc,https://www.msnbc.com/,MSNBC,New York City,America/New_York,US,en,us-national|us-left-wing,,
mstodaynews,https://mississippitoday.org/,Mississippi Today,Jackson,America/New_York,US,en,mississippi,,
mtfreepress,https://montanafreepress.org/,Montana Free Press,Helena,America/Chicago,US,en,,,
mtlgazette,https://montrealgazette.com/,Montreal Gazette,Montreal,America/New_York,CA,en,,,
mtnstspotlight,https://mountainstatespotlight.org/,Mountain State Spotlight,Charleston,America/New_York,US,en,,,
mtshastanews,https://www.mtshastanews.com/,Mount Shasta Herald,Mt. Shasta,America/Los_Angeles,US,en,california|gannett,,
mtvnews,https://www.mtv.com/news/,MTV News,New York City,America/New_York,US,en,entertainment,,
mvsnoticias,https://mvsnoticias.com/,MVS Noticias,Mexico City,America/Mexico_City,MX,es,,,
mwtnews,https://www.mrt.com/,Midland Reporter-Telegram,Midland,America/Chicago,US,en,texas,,
mydelmarvanow,https://www.delmarvanow.com/,Salisbury Daily Times,Salisbury,America/New_York,US,en,maryland|gannett|delaware|gannett|virginia|gannett,,
mydesert,https://www.desertsun.com/,The Desert Sun,Palm Springs,America/Los_Angeles,US,en,socal|california,,
nagarik_news,https://nagariknews.nagariknetwork.com/,Nagarik News,Kathmandu,Asia/Kathmandu,NP,ne,,,
natgeo,https://www.nationalgeographic.com/,National Geographic,Washington,America/New_York,US,en,,,
nationaljournal,https://www.nationaljournal.com/,National Journal,Washington,America/New_York,US,en,capitol-hill,,
nationalpost,https://nationalpost.com/,National Post,Toronto,America/New_York,CA,en,,,
naya_patrika,https://www.nayapatrikadaily.com/,Naya Patrika,Kathmandu,Asia/Kathmandu,NP,ne,,,
nbcbayarea,https://www.nbcbayarea.com/,NBC Bay Area,San Francisco,America/Los_Angeles,US,en,bay-area|california,,
nbcchicago,https://www.nbcchicago.com/,NBC Chicago,Chicago,America/Chicago,US,en,illinois|chicago,,
nbcconnecticut,https://www.nbcconnecticut.com/,NBC Connecticut,West Hartford,America/New_York,US,en,connecticut,,
nbcdfw,https://www.nbcdfw.com/,NBC DFW,Dallas,America/Chicago,US,en,texas,,
nbcnews,https://www.nbcnews.com/,NBC News,New York City,America/New_York,US,en,us-national,,
nbcphiladelphia,https://www.nbcphiladelphia.com/,NBC10 Philadelphia,Philadelphia,America/New_York,US,en,pennsylvania|philadelphia,,
nbsunjournal,https://www.newbernsj.com/,New Bern Sun Journal,New Bern,America/New_York,US,en,north-carolina|gannett,,
ncronline,https://www.ncronline.org/,National Catholic Reporter,Kansas City,America/Chicago,US,en,,,
ndn,https://www.naplesnews.com/,Naples Daily News,Naples,America/New_York,US,en,florida|gannett,,
nebpublicmedia,https://nebraskapublicmedia.org/en/,Nebraska Public Media,Lincoln,America/Chicago,US,en,nebraska,,
neheadlines,https://www.thenewsenterprise.com/,Hardin News-Enterprise,Hardin County,America/Chicago,US,en,kentucky,,
nepalkhabar24,https://nepalkhabar.com/,Nepal Khabar,Kathmandu,Asia/Kathmandu,NP,ne,,,
nettavisen,https://www.nettavisen.no/,Nettavisen,Oslo,Europe/Oslo,NO,no,,,
netwerk24,https://www.netwerk24.com/,Netwerk24,Cape Town,Africa/Johannesburg,ZA,af,,,
newarkadvocate,https://www.newarkadvocate.com/,Newark Advocate,Newark,America/New_York,US,en,ohio|gannett,,
newrepublic,https://newrepublic.com/,New Republic,New York City,America/New_York,US,en,us-left-wing,,
news_letter,https://www.newsletter.co.uk/,Belfast News Letter,Belfast,Europe/Dublin,GB,en,,,
news12nj,https://newjersey.news12.com/,News12NJ,Edison,America/New_York,US,en,,,
news24,https://www.news24.com/,news24,Cape Town,Africa/Johannesburg,ZA,en,,,
news3lv,https://news3lv.com/,KSNV News 3,Las Vegas,America/Los_Angeles,US,en,nevada|las-vegas,,
newschannelne,https://metro.newschannelnebraska.com/,News Channel Nebraska,Norfolk,America/Chicago,US,en,nebraska,,
newscientist,https://www.newscientist.com/,New Scientist,London,Europe/London,GB,en,,,
newsday,https://www.newsday.com/,Newsday,Long Island,America/New_York,US,en,new-york-city|new-york-state,,
newsgorkhapatra,https://gorkhapatraonline.com/,Gorakhapatra,Kathmandu,Asia/Kathmandu,NP,ne,,,
newshour,https://www.pbs.org/newshour/,PBS News Hour,Washington,America/New_York,US,en,us-national,,
newsleadernow,https://www.newsleader.com/,Staunton Daily News Leader,Staunton,America/New_York,US,en,virginia|gannett,,
newsmax,https://www.newsmax.com/,Newsmax,Boca Raton,America/New_York,US,en,us-right-wing,,
newsminer,https://www.newsminer.com/,Fairbanks Daily News-Miner,Fairbanks,America/Anchorage,US,en,alaska,,
newsobserver,http://www.newsobserver.com,The News And Observer,Raleigh,America/New_York,US,en,north-carolina|mcclatchy,,
newspressnow,https://www.newspressnow.com/,St. Joseph News Press,St. Joseph,America/Chicago,US,en,missouri,,
newsrepublican,https://www.newsrepublican.com/,Boone News Republican,Boone,America/Chicago,US,en,iowa|gannett,,
newstatesman,https://www.newstatesman.com/uk,New Statesman,London,Europe/London,GB,en,,,
newstribune,https://www.newstribune.com/,Jefferson City News Tribune,Jefferson City,America/Chicago,US,en,missouri,,
newsweek,https://www.newsweek.com/,Newsweek,New York City,America/New_York,US,en,,,
newyorker,https://www.newyorker.com/,New Yorker,New York City,America/New_York,US,en,new-york-city|new-york-state,,
nextcityorg,https://nextcity.org/,Next City,Philadelphia,America/New_York,US,en,pennsylvania|philadelphia,,
nhk_news,https://www3.nhk.or.jp/news/,NHK,Tokyo,Asia/Tokyo,JP,ja,,,
nhpr,https://www.nhpr.org/,New Hampshire Public Radio,Manchester,America/New_York,US,en,new-hampshire,,
nhregister,https://www.nhregister.com/,New Haven Register,New Haven,America/New_York,US,en,connecticut,,
niemanlab,https://www.niemanlab.org/,Nieman Lab,Cambridge,America/New_York,US,en,massachusetts,,
nikkei,https://www.nikkei.com/,Nikkei,Tokyo,Asia/Tokyo,JP,ja,,,
njherald,https://www.njherald.com/,New Jersey Herald,Newton,America/New_York,US,en,new-jersey|gannett,,
northjersey,https://www.northjersey.com/,northjersey.com,Hackensack,America/New_York,US,en,new-jersey|gannett,,
norwichbulletin,https://www.norwichbulletin.com/,The Norwich Bulletin,Norwich,America/New_York,US,en,connecticut|gannett,,
novayagazeta_eu,https://novayagazeta.eu/,Novaya Gazeta,Moscow,Europe/Moscow,RU,ru,,,
npr,https://www.npr.org/,NPR,Washington,America/New_York,US,en,us-national,,
nrk,https://www.nrk.no/,NRK,Oslo,Europe/Oslo,NO,no,,,
nro,https://www.nationalreview.com/,National Review,Washington,America/New_York,US,en,us-right-wing,,
ntdaily,https://www.ntdaily.com/,North Texas Daily,Denton,America/Chicago,US,en,texas,,
nwademgaz,https://www.nwaonline.com/,Northwest Arkansas Democrat-Gazette,Fayetteville,America/Chicago,US,en,arkansas,,
nwfdailynews,https://www.nwfdailynews.com/,Northwest Florida Daily News,Fort Walton Beach,America/Chicago,US,en,florida|gannett,,
ny1,https://www.ny1.com/,NY1,New York City,America/New_York,US,en,new-york-city|new-york-state,,
nybooks,https://www.nybooks.com/,New York Review of Books,New York City,America/New_York,US,en,,15000,
nydailynews,https://www.nydailynews.com/,Daily News,New York City,America/New_York,US,en,new-york-city|new-york-state,,
nymag,https://nymag.com/,New York,New York City,America/New_York,US,en,new-york-city|new-york-state,,
nypost,https://nypost.com/,New York Post,New York City,America/New_York,US,en,new-york-city|new-york-state,,
nysfocus,http://www.nysfocus.com/,New York Focus,New York City,America/New_York,US,en,new-york-city|new-york-state,,
nytimes,https://www.nytimes.com,New York Times,New York City,America/New_York,US,en,us-national|new-york-city|new-york-state,,
nzherald,https://www.nzherald.co.nz/,NZ Herald,Auckland,Pacific/Auckland,NZ,en,,,
nzstuff,https://www.stuff.co.nz/,Stuff,Auckland,Pacific/Auckland,NZ,en,,,
o_antagonista,https://oantagonista.uol.com.br/,O Antagonista,São Paulo,America/Sao_Paulo,BR,pt,,,
oaklandside,https://oaklandside.org/,The Oaklandside,Oakland,America/Los_Angeles,US,en,bay-area|california,,
oann,https://www.oann.com/,One America News Network,San Diego,America/New_York,US,en,us-right-wing,,
objectivejrn,https://objectivejournalism.org/,Objective,Los Angeles,America/Los_Angeles,US,en,,,
observatorio,https://www.observatoriodaimprensa.com.br/,Observatório da Imprensa,Campinas,America/Sao_Paulo,BR,pt,,,
ocalastarbanner,https://www.ocala.com/,Ocala StarBanner,Ocala,America/New_York,US,en,florida|gannett,,
occrp,https://www.occrp.org/en/,Organized Crime and Corruption Reporting Project,Sarajevo,Europe/Sarajevo,BA,en,,,
ocmediaorg,https://oc-media.org/,Open Caucasus Media,Tbilisi,Asia/Tbilisi,GE,en,,,
ocregister,https://www.ocregister.com/,Orange County Register,Anaheim,America/Los_Angeles,US,en,socal|california,,
oglethorpe_echo,https://www.theoglethorpeecho.com/,Oglethorpe Echo,Oglethorpe,America/New_York,US,en,georgia,,
okayplayer,https://www.okayplayer.com/,okayplayer,Philadelphia,America/New_York,US,en,entertainment,,
oklahomawatch,https://oklahomawatch.org/,Oklahoma Watch,Oklahoma City,America/Chicago,US,en,,,
oldiemagazine,https://www.theoldie.co.uk/,Oldie,London,Europe/London,GB,en,,,
omelete,https://www.omelete.com.br/,Omelete,São Paulo,America/Sao_Paulo,BR,pt,entertainment,,
online_khabar,https://www.onlinekhabar.com/,Online Khabar,Kathmandu,Asia/Kathmandu,NP,ne,,,
onlineathens,https://www.onlineathens.com/,Athens Banner-Herald,Athens,America/New_York,US,en,georgia,,
onwnews,https://www.thenorthwestern.com/,Oshkosh Northwestern,Oshkosh,America/Chicago,US,en,wisconsin|gannett,,
opensecretsdc,http://www.opensecrets.org/,OpenSecrets,Washington,America/New_York,US,en,,,
openvallejo,https://www.openvallejo.org/,Open Vallejo,Vallejo,America/Los_Angeles,US,en,bay-area|california,,
opovo,https://www.opovo.com.br/,O Povo,Fortaleza,America/Sao_Paulo,BR,pt,,,
orcapchronicle,https://oregoncapitalchronicle.com/,Oregon Capital Chronicle,Salem,America/Los_Angeles,US,en,oregon,,
oregonian,https://www.oregonlive.com/,Oregonian,Portland,America/Los_Angeles,US,en,oregon,,
oronline,https://observer-reporter.com/,Observer-Reporter,Washington,America/New_York,US,en,,,
osnepalnews,https://www.osnepal.com/,OSNepal,Kathmandu,Asia/Kathmandu,NP,ne,,,
ottawacitizen,https://ottawacitizen.com/,Ottawa Citizen,Ottawa,America/New_York,CA,en,,,
ottumwacourier,https://www.ottumwacourier.com/,Ottumwa Courier,Ottumwa,America/Chicago,US,en,iowa,,
owhnews,https://omaha.com/,Omaha World Herald,Omaha,America/Chicago,US,en,nebraska,,
oxciej,https://oxpeckers.org/,Oxpeckers,South Africa,Africa/Johannesburg,ZA,en,,,
pagesix,https://pagesix.com/,Page Six,New York City,America/New_York,US,en,entertainment,,
pagina12,https://www.pagina12.com.ar/,Página/12,Buenos Aires,America/Buenos_Aires,AR,es,,,
pajaropolitico,https://www.animalpolitico.com/,Animal Político,Mexico City,America/Mexico_City,MX,es,,,
parisreview,https://www.theparisreview.org/,Paris Review,Paris,Europe/Paris,FR,fr,,,
patriotledger,https://www.patriotledger.com/,The Patriot Ledger,Quincy,America/New_York,US,en,massachusetts|gannett,,
pbpost,https://www.palmbeachpost.com/,The Palm Beach Post,West Palm Beach,America/New_York,US,en,florida|gannett,,
pcnewsherald,https://www.portclintonnewsherald.com/,Port Clinton News Herald,Port Clinton,America/New_York,US,en,ohio|gannett,,
pekindailytimes,https://www.pekintimes.com/,Pekin Daily Times,Pekin,America/Chicago,US,en,illinois|gannett,,
peninsupress,https://peninsulapress.com/,Peninsula Press,Palo Alto,America/Los_Angeles,US,en,bay-area|california,,
people,https://people.com/,People,New York City,America/New_York,US,en,entertainment,,
perfilcom,https://www.perfil.com/,Perfil,Buenos Aires,America/Buenos_Aires,AR,es,,,
petoskeynews,https://www.petoskeynews.com/,Petoskey News-Review,Petoskey,America/Detroit,US,en,michigan|gannett,,
phillyinquirer,https://www.inquirer.com/,Philadelphia Inquirer,Philadelphia,America/New_York,US,en,pennsylvania|philadelphia,,
phillytrib,https://www.phillytrib.com/,Philadelphia Tribune,Philadelphia,America/New_York,US,en,pennsylvania|philadelphia,,
phoenixluc,https://loyolaphoenix.com/,Loyola Phoenix,Chicago,America/Chicago,US,en,illinois|chicago|student,,
pi_news,https://www.pal-item.com/,Richmond Palladium-Item,Richmond,America/Indiana/Indianapolis,US,en,indiana|gannett|ohio|gannett,,
pinjnews,https://pinjnews.org/,Pittsburgh Institute for Nonprofit Journalism,Pittsburgh,America/New_York,US,en,,,
pioneerpress,https://www.twincities.com/,Twin Cities Pioneer Press,St. Paul,America/Chicago,US,en,minnesota,,
pitchfork,https://pitchfork.com/,Pitchfork,Chicago,America/Chicago,US,en,illinois|chicago,,
pittsburghpg,https://www.post-gazette.com/,Pittsburgh Post-Gazette,Pittsburgh,America/New_York,US,en,pennsylvania,,
pjstar,https://www.pjstar.com/,Peoria Journal Star,Peoria,America/Chicago,US,en,illinois|gannett,,
platformer,https://www.platformer.news/,Platformer,San Francisco,America/Los_Angeles,US,en,tech,,
pnj,https://www.pnj.com/,Pensacola News Journal,Pensacola,America/Chicago,US,en,florida|gannett,,
poconorecord,https://www.poconorecord.com/,Pocono Record,Stroudsburg,America/New_York,US,en,pennsylvania|gannett,,
poder360,https://www.poder360.com.br/,Poder 360,Brasília,America/Sao_Paulo,BR,pt,,,
pointreyeslight,https://www.ptreyeslight.com/,Point Reyes Light,Point Reyes,America/Los_Angeles,US,en,bay-area|california,,
pokjournal,https://www.poughkeepsiejournal.com/,Poughkeepsie Journal,Poughkeepsie,America/New_York,US,en,new-york-state|gannett,,
politico,https://www.politico.com/,POLITICO,Washington,America/New_York,US,en,capitol-hill,,
politifact,https://www.politifact.com/,Politifact ,Washington,America/New_York,US,en,capitol-hill,,
ponews,https://www.publicopiniononline.com/,Chambersburg Public Opinion,Chambersburg,America/New_York,US,en,pennsylvania|gannett,,
populardiario,https://www.diariopopular.com.ar/,Diario Popular,Sarandi,America/Buenos_Aires,AR,es,,,
portalimprensa,https://www.portalimprensa.com.br/,Portal Imprensa,São Paulo,America/Sao_Paulo,BR,pt,,,
portlandmercury,https://www.portlandmercury.com/,Portland Mercury,Portland,America/Los_Angeles,US,en,oregon,,
postandcourier,https://www.postandcourier.com/,Post and Courier,Charleston,America/New_York,US,en,,,
postcrescent,https://www.postcrescent.com/,Appleton Post Crescent,Appleton,America/Chicago,US,en,wisconsin|gannett,,
powerlineus,https://www.powerlineblog.com/,Power Line,Washington,America/New_York,US,en,us-right-wing,15000,
prabhatkhabar,https://www.prabhatkhabar.com/,Prabhat Khabar,Ranchi,Asia/Kolkata,IN,hi,,,
prensagrafica,https://www.laprensagrafica.com/,Prensa Grafica,San Salvador,America/Denver,SV,es,,,
presscitizen,https://www.press-citizen.com/,Iowa City Press-Citizen,Iowa City,America/Chicago,US,en,iowa|gannett,,
pressconnects,https://www.pressconnects.com/,Binghamton Press & Sun-Bulletin,Binghamton,America/New_York,US,en,new-york-state|gannett|pennsylvania|gannett,,
pressenterprise,https://www.pe.com/,Riverside Press-Enterprise,Riverside,America/Los_Angeles,US,en,socal|california,,
pressherald,https://www.pressherald.com/,Portland Press Herald,Portland,America/New_York,US,en,maine,,
prismreports,https://prismreports.org/,Prism,Oakland,America/Los_Angeles,US,en,,,
prisonjourn,https://prisonjournalismproject.org/,Prison Journalism Project,Chicago,America/Chicago,US,en,,,
privateeyenews,https://www.private-eye.co.uk/,Private Eye,London,Europe/London,GB,en,satire,,
proceso,https://www.proceso.com.mx/,Proceso,Mexico City,America/Mexico_City,MX,es,,,
progressindex,https://www.progress-index.com/,The Progress-Index,Petersburg,America/New_York,US,en,virginia|gannett,,
progressoms,https://www.progresso.com.br/,O Progresso,Dourados,America/Sao_Paulo,BR,pt,,,
projo,https://www.providencejournal.com/,The Providence Journal,Providence,America/New_York,US,en,rhode-island|gannett,,
propublica,https://www.propublica.org/,ProPublica,New York City,America/New_York,US,en,,,
publicintegrity,https://publicintegrity.org/,Center for Public Integrity,Washington,America/New_York,US,en,,,
publicopinionsd,https://www.thepublicopinion.com/,Watertown Public Opinion,Watertown,America/Chicago,US,en,south-dakota|gannett|minnesota|gannett,,
pucknews,https://puck.news/,Puck,New York City,America/New_York,US,en,,,
pulitzercenter,http://www.pulitzercenter.org/,Pulitzer Center,Washington,America/New_York,US,en,,,
punchbowlnews,https://punchbowl.news/,Punchbowl News,Washington,America/New_York,US,en,capitol-hill,,
punjabkesari,https://www.punjabkesari.in/,Punjab Kesari,Jalandhar,Asia/Kolkata,IN,hi,,,
qctimes,https://qctimes.com/,Quad City Times,Davenport,America/Chicago,US,en,iowa,,
quillette,https://quillette.com/,Quillette,London,Europe/London,GB,en,,,
quintoelab,https://quintoelab.org/,Quinto Elemento Lab,Mexico City,America/Mexico_City,MX,es,,,
qz,https://qz.com/,Quartz,New York City,America/New_York,US,en,,,
rajdhani_daily,https://rajdhanidaily.com/,Rajdhani Daily,Kathmandu,Asia/Kathmandu,NP,ne,,,
rato_pati,https://ratopati.com/,Rato Pati,Lalitpur,Asia/Kathmandu,NP,ne,,,
rawstory,https://www.rawstory.com/,Raw Story,Washington,America/New_York,US,en,us-left-wing,,
realclearnews,https://www.realclearpolitics.com/,Real Clear Politics,Washington,America/New_York,US,en,,,
realdailywire,https://www.dailywire.com/,Daily Wire,Nashville,America/New_York,US,en,us-right-wing,,
reason,https://reason.com/,Reason,Washington,America/New_York,US,en,us-right-wing,,
reckonnews,https://www.reckon.news/,Reckon,Montgomery,America/Chicago,US,en,alabama,,
recordnet,https://www.recordnet.com/,Stockton Record,Stockton,America/Los_Angeles,US,en,california|gannett,,
recordonline,https://www.recordonline.com/,Times Herald-Record,Middletown,America/New_York,US,en,new-york-state|gannett,,
recordpub,https://www.record-courier.com/,Kent Ravenna Record-Courier,Kent,America/New_York,US,en,ohio|gannett,,
