handle,name,url,location,timezone,country,language
g1,g1,https://g1.globo.com/,Rio de Janeiro,America/Sao_Paulo,BR,pt
gatewaypundit,Gateway Pundit,https://www.thegatewaypundit.com/,St. Louis,America/Chicago,US,en
gawker,Gawker,https://www.gawker.com/,New York City,America/New_York,US,en
gazetadopovo,Gazeta do Povo,https://www.gazetadopovo.com.br/,Curitiba,America/Sao_Paulo,BR,pt
gazetaru,Gazeta.Ru,https://www.gazeta.ru/,Moscow,Europe/Moscow,RU,ru
gazettedotcom,Cedar Rapids Gazette,https://www.thegazette.com/,Cedar Rapids,America/Chicago,US,en
gbpressgazette,Green Bay Press-Gazette,https://www.greenbaypressgazette.com/,Green Bay,America/Chicago,US,en
georgiastraight,The Georgia Straight,https://www.straight.com/,Vancouver,America/Vancouver,CA,en
getFANDOM,Fandom,https://www.fandom.com/,San Francisco,America/Los_Angeles,US,en
gigharbornow,Gig Harbor Now,https://www.gigharbornow.org/,Gig Harbor,America/Los_Angeles,US,en
gizmodo,Gizmodo,https://gizmodo.com/,San Francisco,America/Los_Angeles,US,en
globalnews,Global News,https://globalnews.ca/,Toronto,America/New_York,CA,en
globeandmail,The Globe and Mail,https://www.theglobeandmail.com/,Toronto,America/New_York,CA,en
gpbnews,Georgia Public Broadcasting,https://www.gpb.org/news,Atlanta,America/New_York,US,en
gradynewsource,Grady Newsource,https://gradynewsource.uga.edu/,Athens,America/New_York,US,en
gridnews,Grid,https://www.grid.news/,Washington,America/New_York,US,en
grist,Grist,https://grist.org/,Seattle,America/Los_Angeles,US,en
guardian,The Guardian,https://theguardian.com/uk,London,Europe/London,GB,en
hartfordcourant,Hartford Courant,https://www.courant.com/,Hartford,America/New_York,US,en
heraldleader,Lexington Herald-Leader,https://www.kentucky.com/,Lexington,America/New_York,US,en
heraldscotland,Daily Herald,https://www.heraldscotland.com/,Scotland,Europe/London,GB,en
highcountrynews,High Country News,https://www.hcn.org/,Paonia,America/Denver,US,en
hotairblog,HotAir,https://hotair.com/,Washington,America/New_York,US,en
htrnews,Herald Times Reporter,https://www.htrnews.com/,Manitowoc,America/Chicago,US,en
humansofny,Humans of New York,https://www.humansofnewyork.com/,New York City,America/New_York,US,en
hwherald,Harvey World Herald,https://harveyworld.org/,Harvey,America/Chicago,US,en
ilisolezwe,I'solezwe lesiXhosa,https://www.isolezwelesixhosa.co.za/,East London,Africa/Johannesburg,ZA,xh
imagekhabar,Imagekhabar,https://www.imagekhabar.com/,Kathmandu,Asia/Kathmandu,NP,ne
inewsource,inewsource,https://inewsource.org/,San Diego,America/Los_Angeles,US,en
infowars,Infowars,https://www.infowars.com/,Austin,America/Chicago,US,en
injusticewatch,Injustice Watch,https://www.injusticewatch.org/,Chicago,America/Chicago,US,en
insideclimate,Inside Climate News,https://insideclimatenews.org/,Brooklyn,America/New_York,US,en
inthesetimesmag,In These Times ,https://inthesetimes.com/,Chicago,America/Chicago,US,en
irishexaminer,Irish Examiner,https://www.irishexaminer.com/,Dublin,Europe/Dublin,IE,en
izvestia_ru,Izvestia,https://iz.ru/,Moscow,Europe/Moscow,RU,ru
jacobin,Jacobin,https://jacobin.com/,New York City,America/New_York,US,en
jdemontreal,La Journal de Montréal,https://www.journaldemontreal.com/,Montreal,America/New_York,CA,fr
jijicom,Jiji,https://www.jiji.com/,Tokyo,Asia/Tokyo,JP,ja
johncombest,John Combest,https://johncombest.com/,Jefferson City,America/Chicago,US,en
jornaloglobo,O Globo,https://oglobo.globo.com/,Rio de Janeiro,America/Sao_Paulo,BR,pt
journalsentinel,Milwaukee Journal Sentinel,https://www.jsonline.com/,Milwaukee,America/Chicago,US,en
kansasdotcom,Wichita Eagle,https://www.kansas.com/,Witchita,America/Chicago,US,en
karobar_daily,Karobar Daily,https://www.karobardaily.com/,Kathmandu,Asia/Kathmandu,NP,ne
kcautv,KCAU,https://www.siouxlandproud.com/,Sioux City,America/Chicago,US,en
kcrw,KCRW,https://www.kcrw.com/,Los Angeles,America/Los_Angeles,US,en
kcur,KCUR,http://www.kcur.org/,Kansas City,America/Chicago,US,en
kerrville,Kerrville Daily Times,https://dailytimes.com/,Kerrville,America/Chicago,US,en
kgounews,KGOU,https://www.kgou.org,Norman,America/Chicago,US,en
khabarkendra,Sanchar Kendra,https://sancharkendra.com/,Kathmandu,Asia/Kathmandu,NP,ne
knprnews,Nevada Public Radio,https://knpr.org/,Las Vegas,America/Los_Angeles,US,en
kpbs,KPBS,https://www.kpbs.org/,San Diego,America/Los_Angeles,US,en
kpcc,KPCC,https://www.kpcc.org/,Los Angeles,America/Los_Angeles,US,en
kpcwradio,KPCW,https://www.kpcw.org/,Park City,America/Denver,US,en
kuarpublicradio,KUAR,https://www.ualrpublicradio.org/,Little Rock,America/Chicago,US,en
kyivindependent,Kyiv Independent,https://kyivindependent.com/,Kiev,Europe/Kiev,UA,en
labornotes,Labor Notes,https://www.labornotes.org/,Detroit,America/Chicago,US,en
laist,LAist,https://laist.com/,Los Angeles,America/Los_Angeles,US,en
lajornadaonline,Jornada,https://www.jornada.com.mx/,Mexico City,America/Mexico_City,MX,es
lancenet,Lance,https://www.lance.com.br/,Rio de Janeiro,America/Sao_Paulo,BR,pt
lanuevaespana,La Nueva España,https://www.lne.es/,Oviedo,Europe/Madrid,ES,es
laopinioncoruna,La Opinión A Coruña,https://www.laopinioncoruna.es/,A Coruña,Europe/Madrid,ES,es
larazon_es,La Razón,https://www.larazon.es/,Madrid,Europe/Madrid,ES,es
latimes,Los Angeles Times,https://www.latimes.com,Los Angeles,America/Los_Angeles,US,en
lavozdegalicia,La Voz de Galicia,https://www.lavozdegalicia.es/,A Coruña,Europe/Madrid,ES,es
le_Parisien,Le Parisien,https://www.leparisien.fr/,Paris,Europe/Paris,FR,fr
leadertelegram,Eau Claire Leader-Telegram,https://www.leadertelegram.com/,Eau Claire,America/Chicago,US,en
ledevoir,Le Devoir,https://www.ledevoir.com/,Montreal,America/New_York,CA,fr
lemondefr,Le Monde,https://www.lemonde.fr/,Paris,Europe/Paris,FR,fr
lentaruofficial,Lenta.ru,https://lenta.ru/,Moscow,Europe/Moscow,RU,ru
lesoir,Le Soir,https://www.lesoir.be/,Brussels,Europe/Brussels,BE,fr
libe,Libération,https://www.liberation.fr/,Paris,Europe/Paris,FR,fr
lobs,L’Obs,https://www.nouvelobs.com/,Paris,Europe/Paris,FR,fr
lokpath,Lokpath,https://www.lokpath.com/,Kathmandu,Asia/Kathmandu,NP,ne
lookoutscruz,Lookout Santa Cruz,https://lookout.co/santacruz/,Santa Cruz,America/Los_Angeles,US,en
lp_lapresse,La Presse,https://www.lapresse.ca/,Montreal,America/New_York,CA,fr
ltntw,Liberty Times,https://www.ltn.com.tw/,Taipei City,Asia/Taipei,TW,zh
lubbockonline,Lubbock Avalanche-Journal,https://www.lubbockonline.com/,Lubbock,America/Chicago,US,en
mailandguardian,Mail & Guardian,https://mg.co.za/,Johannesburg,Africa/Johannesburg,ZA,en
mainemonitor,Maine Monitor,https://www.themainemonitor.org/,Augusta,America/New_York,US,en
maroelamedia,Maroela Media,https://maroelamedia.co.za/,Centurion,Africa/Johannesburg,ZA,af
marylandmatters,Maryland Matters,https://www.marylandmatters.org/,Takoma Park,America/New_York,US,en
mashable,Mashable,https://mashable.com/,Silicon Valley,America/Los_Angeles,US,en
mcall,The Morning Call,https://www.mcall.com/,Allentown,America/New_York,US,en
mcgilldaily,McGill Daily,https://www.mcgilldaily.com/,Montreal,America/New_York,CA,en
mdjonline,Marietta Daily Journal,https://www.mdjonline.com,Marietta,America/New_York,US,en
media_outlier,Outlier Media,https://outliermedia.org/,Detroit,America/Chicago,US,en
meduzaproject,Meduza,https://meduza.io/,Riga,Europe/Riga,LV,ru
mercnews,Mercury News,https://www.mercurynews.com/,San Jose,America/Los_Angeles,US,en
michigandaily,Michigan Daily,https://www.michigandaily.com/,Ann Arbor,America/Detroit,US,en
miwisconsin,mi wisconsin,https://miwisconsin.com/,Madison,America/Chicago,US,en
mlnow,Mission Local,https://missionlocal.org/,San Francisco,America/Los_Angeles,US,en
mmfa,Media Matters,https://www.mediamatters.org/,Washington,America/New_York,US,en
mongabay,Mongabay,http://www.mongabay.com/,Menlo Park,America/Los_Angeles,US,en
morningbrew,Morning Brew,https://www.morningbrew.com/,New York City,America/New_York,US,en
msnbc,MSNBC,https://www.msnbc.com/,New York City,America/New_York,US,en
mtfreepress,Montana Free Press,https://montanafreepress.org/,Helena,America/Chicago,US,en
mtlgazette,Montreal Gazette,https://montrealgazette.com/,Montreal,America/New_York,CA,en
mtnstspotlight,Mountain State Spotlight,https://mountainstatespotlight.org/,Charleston,America/New_York,US,en
mwtnews,Midland Reporter-Telegram,https://www.mrt.com/,Midland,America/Chicago,US,en
nagarik_news,Nagarik News,https://nagariknews.nagariknetwork.com/,Kathmandu,Asia/Kathmandu,NP,ne
nationaljournal,National Journal,https://www.nationaljournal.com/,Washington,America/New_York,US,en
nationalpost,National Post,https://nationalpost.com/,Toronto,America/New_York,CA,en
nbcbayarea,NBC Bay Area,https://www.nbcbayarea.com/,San Francisco,America/Los_Angeles,US,en
nbcchicago,NBC Chicago,https://www.nbcchicago.com/,Chicago,America/Chicago,US,en
newrepublic,New Republic,https://newrepublic.com/,New York City,America/New_York,US,en
newscientist,New Scientist,https://www.newscientist.com/,London,Europe/London,GB,en
newsmax,Newsmax,https://www.newsmax.com/,Boca Raton,America/New_York,US,en
newsminer,Fairbanks Daily News-Miner,https://www.newsminer.com/,Fairbanks,America/Anchorage,US,en
newsobserver,News & Observer,https://www.newsobserver.com/,Raleigh,America/New_York,US,en
newspressnow,St. Joseph News Press,https://www.newspressnow.com/,St. Joseph,America/Chicago,US,en
nextcityorg,Next City,https://nextcity.org/,Philadelphia,America/New_York,US,en
nhpr,New Hampshire Public Radio,https://www.nhpr.org/,Manchester,America/New_York,US,en
nhregister,New Haven Register,https://www.nhregister.com/,New Haven,America/New_York,US,en
nikkei,Nikkei,https://www.nikkei.com/,Tokyo,Asia/Tokyo,JP,ja
novayagazeta_eu,Novaya Gazeta,https://novayagazeta.eu/,Moscow,Europe/Moscow,RU,ru
ntdaily,North Texas Daily,https://www.ntdaily.com/,Denton,America/Chicago,US,en
nwademgaz,Northwest Arkansas Democrat-Gazette,https://www.nwaonline.com/,Fayetteville,America/Chicago,US,en
nybooks,New York Review of Books,https://www.nybooks.com/,New York City,America/New_York,US,en
nypost,New York Post,https://nypost.com/,New York City,America/New_York,US,en
nysfocus,New York Focus,http://www.nysfocus.com/,New York City,America/New_York,US,en
nytimes,New York Times,https://www.nytimes.com,New York City,America/New_York,US,en
nzherald,NZ Herald,https://www.nzherald.co.nz/,Auckland,Pacific/Auckland,NZ,en
o_antagonista,O Antagonista,https://oantagonista.uol.com.br/,São Paulo,America/Sao_Paulo,BR,pt
objectivejrn,Objective,https://objectivejournalism.org/,Los Angeles,America/Los_Angeles,US,en
observatorio,Observatório da Imprensa,https://www.observatoriodaimprensa.com.br/,Campinas,America/Sao_Paulo,BR,pt
occrp,Organized Crime and Corruption Reporting Project,https://www.occrp.org/en/,Sarajevo,Europe/Sarajevo,BA,en
ocregister,Orange County Register,https://www.ocregister.com/,Anaheim,America/Los_Angeles,US,en
oglethorpe_echo,Oglethorpe Echo,https://www.theoglethorpeecho.com/,Oglethorpe,America/New_York,US,en
okayplayer,okayplayer,https://www.okayplayer.com/,Philadelphia,America/New_York,US,en
omelete,Omelete,https://www.omelete.com.br/,São Paulo,America/Sao_Paulo,BR,pt
onlineathens,Athens Banner-Herald,https://www.onlineathens.com/,Athens,America/New_York,US,en
opovo,O Povo,https://www.opovo.com.br/,Fortaleza,America/Sao_Paulo,BR,pt
oronline,Observer-Reporter,https://observer-reporter.com/,Washington,America/New_York,US,en
osnepalnews,OSNepal,https://www.osnepal.com/,Kathmandu,Asia/Kathmandu,NP,ne
ottawacitizen,Ottawa Citizen,https://ottawacitizen.com/,Ottawa,America/New_York,CA,en
pagina12,Página/12,https://www.pagina12.com.ar/,Buenos Aires,America/Buenos_Aires,AR,es
parisreview,Paris Review,https://www.theparisreview.org/,Paris,Europe/Paris,FR,fr
people,People,https://people.com/,New York City,America/New_York,US,en
perfilcom,Perfil,https://www.perfil.com/,Buenos Aires,America/Buenos_Aires,AR,es
pitchfork,Pitchfork,https://pitchfork.com/,Chicago,America/Chicago,US,en
pittsburghpg,Pittsburgh Post-Gazette,https://www.post-gazette.com/,Pittsburgh,America/New_York,US,en
platformer,Platformer,https://www.platformer.news/,San Francisco,America/Los_Angeles,US,en
politico,POLITICO,https://www.politico.com/,Washington,America/New_York,US,en
populardiario,Diario Popular,https://www.diariopopular.com.ar/,Sarandi,America/Buenos_Aires,AR,es
portalimprensa,Portal Imprensa,https://www.portalimprensa.com.br/,São Paulo,America/Sao_Paulo,BR,pt
portlandmercury,Portland Mercury,https://www.portlandmercury.com/,Portland,America/Los_Angeles,US,en
postandcourier,Post and Courier,https://www.postandcourier.com/,Charleston,America/New_York,US,en
powerlineus,Power Line,https://www.powerlineblog.com/,Washington,America/New_York,US,en
prabhatkhabar,Prabhat Khabar,https://www.prabhatkhabar.com/,Ranchi,Asia/Kolkata,IN,hi
prensagrafica,Prensa Grafica,https://www.laprensagrafica.com/,San Salvador,America/Denver,SV,es
presscitizen,Iowa City Press-Citizen,https://www.press-citizen.com/,Iowa City,America/Chicago,US,en
pressenterprise,Riverside Press-Enterprise,https://www.pe.com/,Riverside,America/Los_Angeles,US,en
prismreports,Prism,https://prismreports.org/,Oakland,America/Los_Angeles,US,en
prisonjourn,Prison Journalism Project,https://prisonjournalismproject.org/,Chicago,America/Chicago,US,en
proceso,Proceso,https://www.proceso.com.mx/,Mexico City,America/Mexico_City,MX,es
progressoms,O Progresso,https://www.progresso.com.br/,Dourados,America/Sao_Paulo,BR,pt
propublica,ProPublica,https://www.propublica.org/,New York City,America/New_York,US,en
protocol,Protocol,https://www.protocol.com/,Silicon Valley,America/Los_Angeles,US,en
publicintegrity,Center for Public Integrity,https://publicintegrity.org/,Washington,America/New_York,US,en
punjabkesari,Punjab Kesari,https://www.punjabkesari.in/,Jalandhar,Asia/Kolkata,IN,hi
qctimes,Quad City Times,https://qctimes.com/,Davenport,America/Chicago,US,en
quintoelab,Quinto Elemento Lab,https://quintoelab.org/,Mexico City,America/Mexico_City,MX,es
qz,Quartz,https://qz.com/,New York City,America/New_York,US,en
realDailyWire,Daily Wire,https://www.dailywire.com/,Nashville,America/New_York,US,en
reason,Reason,https://reason.com/,Washington,America/New_York,US,en
reckonnews,Reckon,https://www.reckon.news/,Montgomery,America/Chicago,US,en
repubblica,Repubblica,https://www.repubblica.it/,Rome,Europe/Berlin,IT,it
restofworld,Rest of World,https://restofworld.org/,New York City,America/New_York,US,en
reveal,Reveal,https://revealnews.org/,Emeryville,America/Los_Angeles,US,en
reviewjournal,Las Vegas Review-Journal,https://www.reviewjournal.com/,Las Vegas,America/Los_Angeles,US,en
revistapiaui,revista piauí,https://piaui.folha.uol.com.br/,São Paulo,America/Sao_Paulo,BR,pt
rgvfox,Fox South Texas,https://foxnewssouthtexas.com/,McAllen,America/Chicago,US,en
rianru,RIA Novosti,https://ria.ru/,Moscow,Europe/Moscow,RU,ru
ringer,Ringer,https://www.theringer.com/,Los Angeles,America/Los_Angeles,US,en
rnz_news,RNZ,https://www.rnz.co.nz/news,Wellington,Pacific/Auckland,NZ,en
rollcall,Roll Call,https://rollcall.com/,Washington,America/New_York,US,en
romenewstribune,Rome News-Tribune,https://www.northwestgeorgianews.com/rome,Rome,America/New_York,US,en
rpbreakingnews,Rajasthan Patrika,https://www.patrika.com/,Jaipur,Asia/Kolkata,IN,hi
rt_com,RT,https://www.rt.com/,Moscow,Europe/Moscow,RU,en
rtenews,RTE,https://www.rte.ie/,Dublin,Europe/Dublin,IE,en
sacbee_news,Sacramento Bee,https://www.sacbee.com/,Sacramento,America/Los_Angeles,US,en
salon,Salon,https://www.salon.com/,New York City,America/New_York,US,en
sbtnews,SBT news,https://www.sbtnews.com.br/,Osasco,America/Sao_Paulo,BR,pt
scalawagmag,Scalawag,https://scalawagmagazine.org/,Durham,America/New_York,US,en
scsentinel,Santa Cruz Sentinel,https://www.santacruzsentinel.com/,Santa Cruz,America/Los_Angeles,US,en
sdut,San Diego Union Tribune,https://www.sandiegouniontribune.com/,San Diego,America/Los_Angeles,US,en
seattletimes,Seattle Times,https://www.seattletimes.com/,Seattle,America/Los_Angeles,US,en
segodnya_online,Segodnya,https://www.segodnya.ua/ua/allnews.html,Kiev,Europe/Kiev,UA,uk
seikyoofficial,Seikyo Shimbun,https://www.seikyoonline.com/,Tokyo,Asia/Tokyo,JP,ja
semafor,Semafor,https://www.semafor.com/,New York City,America/New_York,US,en
setopati,Setopati,https://www.setopati.com/,Kathmandu,Asia/Kathmandu,NP,ne
sfchronicle,San Francisco Chronicle,https://www.sfchronicle.com/,San Francisco,America/Los_Angeles,US,en
sgfcitizen,Springfield Daily Citizen,https://sgfcitizen.org/,Springfield,America/Chicago,US,en
simple_flying,Simple Flying,https://simpleflying.com/,London,Europe/London,GB,en
sltrib,Salt Lake Tribune,https://www.sltrib.com/,Salt Lake City,America/Denver,US,en
sludge,Sludge,https://readsludge.com/,Brooklyn,America/New_York,US,en
source_nm,Source New Mexico,https://sourcenm.com/,Sante Fe,America/Denver,US,en
spectator,Spectator,https://www.spectator.co.uk/,London,Europe/London,GB,en
standardex,Ogden Standard-Examiner,https://www.standard.net/,Ogden,America/Denver,US,en
startelegram,Fort Worth Star-Telegram,https://www.star-telegram.com/,Fort Worth,America/Chicago,US,en
statejournal,Frankfort State Journal,https://www.state-journal.com/,Frankfort,America/New_York,US,en
statesman,Austin Statesman,https://www.statesman.com/,Austin,America/Chicago,US,en
statnews,STAT,https://www.statnews.com/,Boston,America/New_York,US,en
sternde,Stern,https://www.stern.de/,Hamburg,Europe/Berlin,DE,de
stlpublicradio,St. Louis Public Radio,http://www.stlpublicradio.org/,St. Louis,America/Chicago,US,en
stltoday,St. Louis Post-Dispatch,https://www.stltoday.com/,St. Louis,America/Chicago,US,en
strikewave,Strikewave,https://www.thestrikewave.com/,Troy,America/New_York,US,en
tass_agency,TASS,https://tass.ru/,Moscow,Europe/Moscow,RU,ru
tb_times,Tampa Bay Times,https://www.tampabay.com/,Tampa,America/New_York,US,en
teamtrace,Trace,https://www.thetrace.org/,Brooklyn,America/New_York,US,en
techcrunch,TechCrunch,https://techcrunch.com/,San Francisco,America/Los_Angeles,US,en
techmeme,TechMeme,https://www.techmeme.com/,Silicon Valley,America/Los_Angeles,US,en
techreview,MIT Technology Review,https://www.technologyreview.com/,Cambridge,America/New_York,US,en
telegraphga,The Telegraph,https://www.macon.com,Macon,America/New_York,US,en
theGrio,Grio,https://thegrio.com/,New York City,America/New_York,US,en
the_ccij,InvestigateMidwest,https://investigatemidwest.org/,Champaign,America/Chicago,US,en
theappeal,Appeal,https://theappeal.org/,New York City,America/New_York,US,en
thebafflermag,Baffler,https://thebaffler.com/,New York City,America/New_York,US,en
theblaze,Blaze,https://www.theblaze.com/,Irving,America/New_York,US,en
thedailybeast,Daily Beast,https://www.thedailybeast.com/,New York City,America/New_York,US,en
thedbk,The Diamondback,https://dbknews.com/,College Park,America/New_York,US,en
thedispatch,Dispatch,https://thedispatch.com/,Washington,America/New_York,US,en
thehill,The Hill,https://thehill.com/,Washington,America/New_York,US,en
thehilltimes,The Hill Times,https://www.hilltimes.com/,Ottawa,America/New_York,CA,en
theinformation,The Information,https://www.theinformation.com/,Silicon Valley,America/Los_Angeles,US,en
theintercept,Intercept,https://theintercept.com/,New York City,America/New_York,US,en
theipaper,i,https://inews.co.uk/,London,Europe/London,GB,en
thejournal_ie,Journal.ie,https://www.thejournal.ie/,Dublin,Europe/Dublin,IE,en
thelasentinel,Los Angeles Sentinel,https://lasentinel.net/,Los Angeles,America/Los_Angeles,US,en
thelensNOLA,Lens,http://thelensnola.org/,New Orleans,America/Chicago,US,en
themarkup,The Markup,https://themarkup.org/,New York City,America/New_York,US,en
thenewmexican,Santa Fe New Mexican,https://www.santafenewmexican.com/,Sante Fe,America/Denver,US,en
theobserver,Charlotte Observer,https://www.charlotteobserver.com/,Charlotte,America/New_York,US,en
thephilacitizen,Philadelphia Citizen,https://thephiladelphiacitizen.org/,Philadelphia,America/New_York,US,en
thetorontosun,Toronto Sun,https://torontosun.com/,Toronto,America/New_York,CA,en
timesenterprise,The Times-Enterprise,https://www.timesenterprise.com,Thomasville,America/New_York,US,en
timesofindia,Times of India,https://timesofindia.indiatimes.com/?loc=in,New Delhi,Asia/Kolkata,IN,en
torontostar,Toronto Star,https://www.thestar.com/,Toronto,America/New_York,CA,en
torrentfreak,TorrentFreak,https://torrentfreak.com/,San Francisco,America/Los_Angeles,US,en
townhallcom,Townhall,https://townhall.com/,Washington,America/New_York,US,en
tpm,TPM,https://talkingpointsmemo.com/?,New York City,America/New_York,US,en
truthout,Truthout,https://truthout.org/,San Francisco,America/Los_Angeles,US,en
tuscaloosanews,Tuscaloosa News,https://www.tuscaloosanews.com/,Tuscaloosa,America/Chicago,US,en
udn,United Daily News,https://udn.com/,New Taipei City,Asia/Taipei,TW,zh
ukrinform,Ukrinform,https://www.ukrinform.ua/,Kiev,Europe/Kiev,UA,uk
unherd,UnHerd,https://unherd.com/,London,Europe/London,GB,en
unichicago,Univision Chicago,https://www.univision.com/local/chicago-wgbo,Chicago,America/Chicago,US,es
usweekly,Us Weekly,https://www.usmagazine.com/,New York City,America/New_York,US,en
uwogazette,Western Gazette,https://westerngazette.ca/,London,America/New_York,CA,en
valoreconomico,Valor Econômico,https://valor.globo.com/,Sao Paulo,America/Sao_Paulo,BR,pt
vancouversun,Vancouver Sun,https://vancouversun.com/,Vancouver,America/Vancouver,CA,en
vcstar,Ventura County Star,https://www.vcstar.com/,Camarillo,America/Los_Angeles,US,en
verge,Verge,https://www.theverge.com/,New York City,America/New_York,US,en
verticalmag,Vertical,https://verticalmag.com/,Kitchener,America/New_York,US,en
vgnett,VG,https://www.vg.no/,Oslo,Europe/Oslo,NO,no
voguemagazine,Vogue,https://www.vogue.com/,New York City,America/New_York,US,en
voiceofoc,Voice of OC,https://www.voiceofoc.org/,Santa Ana,America/Los_Angeles,US,en
voiceofsandiego,Voice of San Diego,https://voiceofsandiego.org/,San Diego,America/Los_Angeles,US,en
voicesofbay,Voices of Monterey Bay,https://voicesofmontereybay.org/,Monterey,America/Los_Angeles,US,en
voxdotcom,Vox,https://www.vox.com/,New York City,America/New_York,US,en
vryeweekblad,Vrye Weekblad,https://www.vryeweekblad.com/,Cape Town,Africa/Johannesburg,ZA,af
vtdigger,VT Digger,https://vtdigger.org/,Burlington,America/New_York,US,en
vulture,Vulture,https://www.vulture.com/,New York City,America/New_York,US,en
wabenews,WABE News,https://www.wabe.org,Atlanta,America/New_York,US,en
washingtonpost,Washington Post,https://www.washingtonpost.com/,Washington,America/New_York,US,en
wausauherald,Wausau Daily Herald,https://www.wausaudailyherald.com/,Wausau,America/Chicago,US,en
wave3news,WAVE,https://www.wave3.com/,Louisville,America/New_York,US,en
wcfcourier,Waterloo-Cedar Falls Courier,https://wcfcourier.com/,Waterloo,America/Chicago,US,en
wearehpr,Hawaii Public Radio,https://www.hawaiipublicradio.org/,Honolulu,US/Hawaii,US,en
weatherchannel,Weather Channel,https://weather.com/,Atlanta,America/New_York,US,en
wfaa,WFAA,https://www.wfaa.com/,Dallas,America/Chicago,US,en
windowscentral,Windows Central,https://www.windowscentral.com/,Redmond,America/Los_Angeles,US,en
wired,Wired,https://www.wired.com/,San Francisco,America/Los_Angeles,US,en
wnpr,Connecticut Public,https://www.ctpublic.org/,Hartford,America/New_York,US,en
worldnetdaily,WND News,https://www.wnd.com/,Washington,America/New_York,US,en
wplglocal10,WPLG Local 10 News,https://www.local10.com/,Miami,America/New_York,US,en
wral,WRAL,https://www.wral.com/,Raleigh,America/New_York,US,en
wrblnews3,WRBL News 3,https://www.wrbl.com/,Columbus,America/New_York,US,en
wsbtv,WSB-TV,https://www.wsbtv.com,Atlanta,America/New_York,US,en
wsj,Wall Street Journal,https://www.wsj.com/,New York City,America/New_York,US,en
wttw,WTTW,https://www.wttw.com/,Chicago,America/Chicago,US,en
yaledailynews,Yale Daily News,https://yaledailynews.com/,New Haven,America/New_York,US,en
ynetalerts,Ynet,https://www.ynet.co.il/,Rishon LeZion,Asia/Tel_Aviv,IL,he
yorkdispatch,York Dispatch,https://www.yorkdispatch.com/,York,America/New_York,US,en
zeitonline,Zeit,https://www.zeit.de/,Berlin,Europe/Berlin,DE,de
zerohedge,ZeroHedge,https://www.zerohedge.com/,New York City,America/New_York,US,en
zerohora,Zero Hora,https://gauchazh.clicrbs.com.br/,Porto Alegre,America/Sao_Paulo,BR,pt
zn_ua,ZN.UA,https://zn.ua/,Kiev,Europe/Kiev,UA,uk
