name,type,n,percent
Switzerland Named World's,ORG,1,0.00017624250969333803
Syphilis,GPE,1,0.00017624250969333803
Syphilis,PERSON,1,0.00017624250969333803
Syria,GPE,1,0.00017624250969333803
Syrian,NORP,1,0.00017624250969333803
T-Rex Skeleton Expected,PERSON,1,0.00017624250969333803
TEHRAN,ORG,1,0.00017624250969333803
TELEGRAM-Powered News,ORG,1,0.00017624250969333803
TESLA,PERSON,1,0.00017624250969333803
TESLASPACEX,ORG,1,0.00017624250969333803
THE DON PLEADS FIFTH,ORG,1,0.00017624250969333803
THE DOWD INTERVIEW,ORG,1,0.00017624250969333803
THE MOON AS,ORG,1,0.00017624250969333803
THIS YEAR,DATE,1,0.00017624250969333803
THISCLOSE,ORG,2,0.00035248501938667606
THOUSANDS,CARDINAL,1,0.00017624250969333803
THREE,CARDINAL,1,0.00017624250969333803
THRONES,ORG,1,0.00017624250969333803
TIKTOK,ORG,1,0.00017624250969333803
TMZ,ORG,1,0.00017624250969333803
TN,ORG,1,0.00017624250969333803
TN,PERSON,1,0.00017624250969333803
TO PERFORM SPACEWALK,PERSON,1,0.00017624250969333803
TO SAVE,PERSON,1,0.00017624250969333803
TOM CRUISE TO BECOME,PERSON,1,0.00017624250969333803
TORONTO,GPE,1,0.00017624250969333803
TOSS,ORG,1,0.00017624250969333803
TRUMP,ORG,1,0.00017624250969333803
TRUMP CAUGHT HOARDING NATION'S,ORG,1,0.00017624250969333803
TRUMP DEMANDS CROWN PRINCE CUT,ORG,1,0.00017624250969333803
TRUMP DUMP:,ORG,1,0.00017624250969333803
TRUMP INDICTMENT WATCH,ORG,1,0.00017624250969333803
TRUMP REINSTATED,ORG,1,0.00017624250969333803
TRUMP THREAT TO AMERICA,ORG,1,0.00017624250969333803
TRUMP VOWS PARDONS FOR,ORG,1,0.00017624250969333803
TRUSS U-TURN,PERSON,1,0.00017624250969333803
TSA,ORG,1,0.00017624250969333803
TUCKER,PERSON,1,0.00017624250969333803
TURNAROUND,ORG,1,0.00017624250969333803
TWITCH,ORG,2,0.00035248501938667606
TWITTER,GPE,1,0.00017624250969333803
TWITTER,ORG,11,0.0019386676066267183
TWITTER,PERSON,2,0.00035248501938667606
TWITTER,PRODUCT,3,0.0005287275290800141
TWITTER AUDIENCE SMALL WITHOUT SPAMBOTS,PERSON,1,0.00017624250969333803
TWITTER Court Fight,ORG,1,0.00017624250969333803
TWITTER Set,ORG,1,0.00017624250969333803
TX,ORG,18,0.003172365174480085
Taipei,GPE,1,0.00017624250969333803
Taiwan,GPE,22,0.0038773352132534366
Taking Power,ORG,1,0.00017624250969333803
Taliban,ORG,3,0.0005287275290800141
Tallest Condo Tower,ORG,1,0.00017624250969333803
Taxes Than Food,ORG,1,0.00017624250969333803
Taylor Greene,PERSON,2,0.00035248501938667606
Taylor Greene's,PERSON,1,0.00017624250969333803
Taylor Swift ',PERSON,1,0.00017624250969333803
Taylor Swift Video,PERSON,1,0.00017624250969333803
Tech,ORG,1,0.00017624250969333803
Ted Cruz,PERSON,2,0.00035248501938667606
Teen Prescribed 10 Psychiatric Drugs,ORG,1,0.00017624250969333803
Tehran,GPE,4,0.0007049700387733521
Tel Aviv,GPE,1,0.00017624250969333803
Tells,PERSON,1,0.00017624250969333803
Temper,PERSON,1,0.00017624250969333803
Ten,CARDINAL,1,0.00017624250969333803
Ten 2024,DATE,1,0.00017624250969333803
Tensions Mount,PERSON,1,0.00017624250969333803
Terrifying Bat Virus,PERSON,1,0.00017624250969333803
Testify,GPE,1,0.00017624250969333803
Testosterone Supplements Could Protect Men From COVID,ORG,1,0.00017624250969333803
Texans,NORP,1,0.00017624250969333803
Texas,GPE,19,0.0033486076841734227
Texas AG,ORG,1,0.00017624250969333803
Texas Church,ORG,1,0.00017624250969333803
Thailand,GPE,1,0.00017624250969333803
Thanksgiving,DATE,2,0.00035248501938667606
Thatcher,PERSON,1,0.00017624250969333803
The Ad War,EVENT,1,0.00017624250969333803
The Comfort of Liminal Spaces,ORG,1,0.00017624250969333803
The Crypto Geniuses Who Vaporized,PERSON,1,0.00017624250969333803
The Don Rages At,ORG,1,0.00017624250969333803
The Elusive Future of San Fran's,ORG,1,0.00017624250969333803
The Improbable Rise and Savage Fall of Siegfried &,WORK_OF_ART,1,0.00017624250969333803
The Legal Case Shaking SC,WORK_OF_ART,1,0.00017624250969333803
The Mad Plan to Save Earth,WORK_OF_ART,1,0.00017624250969333803
The Man Who Could End the Netanyahu Era,WORK_OF_ART,1,0.00017624250969333803
The Nap Bishop Is Spreading the Good Word: Rest,ORG,1,0.00017624250969333803
The New Abortion Prohibition Era,ORG,1,0.00017624250969333803
The Other Doomsday Scenario Looming Over Markets,WORK_OF_ART,1,0.00017624250969333803
The Perfect Professional Headshot Is Worth,ORG,1,0.00017624250969333803
The Power of Cosmic Perspective,ORG,1,0.00017624250969333803
The Ragtag Army That Won Battle of Kyiv and Saved Country,ORG,1,0.00017624250969333803
The Sordid Saga,WORK_OF_ART,1,0.00017624250969333803
The Two Faces of China's,ORG,1,0.00017624250969333803
The Vulnerability of Fettermam,ORG,1,0.00017624250969333803
The first 100 days,DATE,1,0.00017624250969333803
Theaters,GPE,1,0.00017624250969333803
Their Way Out,WORK_OF_ART,1,0.00017624250969333803
These Six Cities Emerging,ORG,1,0.00017624250969333803
Thiel Said,PERSON,1,0.00017624250969333803
This Month,DATE,1,0.00017624250969333803
This Year,DATE,1,0.00017624250969333803
Thomas,PERSON,1,0.00017624250969333803
Thousands,CARDINAL,4,0.0007049700387733521
Threaten Musk,PERSON,1,0.00017624250969333803
Threatens McCarthy,PERSON,1,0.00017624250969333803
Three,CARDINAL,1,0.00017624250969333803
Three weeks,DATE,1,0.00017624250969333803
Three years ago,DATE,1,0.00017624250969333803
Thursday,DATE,1,0.00017624250969333803
Tickle Me Elmo,ORG,1,0.00017624250969333803
Tijuana,GPE,1,0.00017624250969333803
Tillerson Set,PERSON,1,0.00017624250969333803
Tim,PERSON,1,0.00017624250969333803
Tim Cook,PERSON,1,0.00017624250969333803
Tim Ryan Turned,PERSON,1,0.00017624250969333803
Time,ORG,1,0.00017624250969333803
Times,ORG,1,0.00017624250969333803
Times Square,FAC,1,0.00017624250969333803
Tiny Crowds,ORG,1,0.00017624250969333803
Today,DATE,1,0.00017624250969333803
Tom,PERSON,3,0.0005287275290800141
Tom Brady,PERSON,1,0.00017624250969333803
Tom Ford,PERSON,1,0.00017624250969333803
Top Dems Question Party's,ORG,1,0.00017624250969333803
Tories,NORP,1,0.00017624250969333803
Toronto,GPE,3,0.0005287275290800141
Tory,PERSON,1,0.00017624250969333803
Tour AMAZON,ORG,1,0.00017624250969333803
Tour of,ORG,1,0.00017624250969333803
Trailer Reveals Docuseries About Group's,LAW,1,0.00017624250969333803
Trailer Shortages Box,ORG,1,0.00017624250969333803
Trains,PERSON,1,0.00017624250969333803
Transition Begins,ORG,1,0.00017624250969333803
Travolta,ORG,1,0.00017624250969333803
Treasuries,GPE,2,0.00035248501938667606
Treasury,ORG,4,0.0007049700387733521
Trevor Noah,PERSON,1,0.00017624250969333803
Trolls Test New Limits,ORG,1,0.00017624250969333803
Tropical Storm,ORG,1,0.00017624250969333803
Trouble,GPE,1,0.00017624250969333803
Troubles Mount,LOC,1,0.00017624250969333803
Troubles Pile Up,ORG,1,0.00017624250969333803
Trudeau,PERSON,1,0.00017624250969333803
Trump,ORG,45,0.007930912936200211
Trump ',ORG,1,0.00017624250969333803
Trump 'Traitorous' ',ORG,1,0.00017624250969333803
Trump 2024,ORG,1,0.00017624250969333803
Trump Blames USA,ORG,1,0.00017624250969333803
Trump Lawyer Told,ORG,1,0.00017624250969333803
Trump Legal Team Clash,ORG,1,0.00017624250969333803
Trump Legal Woes Mount,ORG,1,0.00017624250969333803
Trump Loyalist,ORG,1,0.00017624250969333803
Trump Mocks,ORG,1,0.00017624250969333803
Trump Org,ORG,3,0.0005287275290800141
Trump Org ',ORG,1,0.00017624250969333803
Trump Organization,ORG,1,0.00017624250969333803
Trump PAC,ORG,1,0.00017624250969333803
Trump Plans,ORG,1,0.00017624250969333803
Trump Prosecutors See Evidence for Obstruction Charges,ORG,1,0.00017624250969333803
Trump Rally,ORG,1,0.00017624250969333803
Trump Re-Election,ORG,1,0.00017624250969333803
Trump Says Federal Agency,ORG,1,0.00017624250969333803
Trump Struggles,ORG,1,0.00017624250969333803
Trump The Christ,ORG,1,0.00017624250969333803
Trump Turns,ORG,1,0.00017624250969333803
Trump Warned,ORG,1,0.00017624250969333803
Trump's,ORG,2,0.00035248501938667606
Trump's ',ORG,1,0.00017624250969333803
Trump's Fundraising Comes Under Scrutiny,ORG,1,0.00017624250969333803
Trump's Man,ORG,1,0.00017624250969333803
Trump's Return,ORG,1,0.00017624250969333803
Trump-Appointed,ORG,1,0.00017624250969333803
Trump-McConnell,ORG,1,0.00017624250969333803
Trumpian,NORP,1,0.00017624250969333803
Truss,PERSON,2,0.00035248501938667606
Truss,PRODUCT,1,0.00017624250969333803
Truss Tried,PERSON,1,0.00017624250969333803
Truth Rally',ORG,1,0.00017624250969333803
Tsunami,GPE,1,0.00017624250969333803
Tucker,PERSON,2,0.00035248501938667606
Tudor Dixon,PERSON,1,0.00017624250969333803
Tuesday,DATE,1,0.00017624250969333803
Tulsi,PERSON,1,0.00017624250969333803
Turkey,GPE,5,0.0008812125484666902
Turkeys Scarcer,PERSON,1,0.00017624250969333803
Turkish,NORP,2,0.00035248501938667606
Turks,NORP,1,0.00017624250969333803
Turmoil,ORG,2,0.00035248501938667606
Turning Off Shoppers,WORK_OF_ART,1,0.00017624250969333803
Turns Bellwether,PERSON,1,0.00017624250969333803
Turret Kills,PERSON,1,0.00017624250969333803
Turtlenecks,ORG,1,0.00017624250969333803
Two,CARDINAL,4,0.0007049700387733521
U.S.,GPE,25,0.0044060627423334504
U.S. Army,ORG,1,0.00017624250969333803
U.S. Consulate,ORG,1,0.00017624250969333803
U.S. Entertainment Industry Hits Wall,ORG,1,0.00017624250969333803
UAE,GPE,1,0.00017624250969333803
UBER,ORG,2,0.00035248501938667606
UFC,ORG,1,0.00017624250969333803
UFC Show,FAC,1,0.00017624250969333803
UK,GPE,35,0.006168487839266831
UK Market Blowout,ORG,1,0.00017624250969333803
UK Pound Lowest Level,ORG,1,0.00017624250969333803
UKRAINE,GPE,1,0.00017624250969333803
UKRAINE FEARS STEPPED-UP ATTACKS,ORG,1,0.00017624250969333803
UKRAINIAN WOMEN SOLD AS SEX SLAVES TO UAE,ORG,1,0.00017624250969333803
UN,ORG,10,0.0017624250969333803
UNDERMINES OWN ARGUMENT,ORG,1,0.00017624250969333803
UNITED,ORG,1,0.00017624250969333803
UNITED Puts Down Deposit,ORG,1,0.00017624250969333803
UPDATES,ORG,1,0.00017624250969333803
UPROAR,ORG,1,0.00017624250969333803
UPS Store,ORG,1,0.00017624250969333803
US,GPE,25,0.0044060627423334504
US Congress ',ORG,1,0.00017624250969333803
US Embassy,ORG,1,0.00017624250969333803
US Military 'Furiously' Rewriting Nuclear Deterrence to Address,ORG,1,0.00017624250969333803
US Military Bought,ORG,1,0.00017624250969333803
US Open,EVENT,1,0.00017624250969333803
US Open,ORG,1,0.00017624250969333803
US Outrage Over Oil Cuts,FAC,1,0.00017624250969333803
USA,GPE,54,0.009517095523440254
USA,PERSON,1,0.00017624250969333803
USA Again Stops,ORG,1,0.00017624250969333803
USA Aims to Turn Taiwan Into Giant Weapons Depot,ORG,1,0.00017624250969333803
USC,ORG,2,0.00035248501938667606
USSR,GPE,1,0.00017624250969333803
Uganda,GPE,2,0.00035248501938667606
Ukraine,GPE,44,0.007754670426506873
Ukraine Diplomat,ORG,1,0.00017624250969333803
Ukraine Forces Take Control of Key River Bank,ORG,1,0.00017624250969333803
Ukraine Power Grid,ORG,1,0.00017624250969333803
Ukrainian,GPE,2,0.00035248501938667606
Ukrainian,NORP,7,0.0012336975678533663
Ukrainians,NORP,5,0.0008812125484666902
Ultimate Target,ORG,1,0.00017624250969333803
Ultra-Wealthy Neighbors Thwart Housing,ORG,1,0.00017624250969333803
Uncertainty Over Destination,ORG,1,0.00017624250969333803
Underground Media Mafia',ORG,1,0.00017624250969333803
Undermine First Female Black,ORG,1,0.00017624250969333803
United Methodists,ORG,1,0.00017624250969333803
United States,GPE,1,0.00017624250969333803
Universe,PERSON,1,0.00017624250969333803
University Staff Warned They Could Be Fired for Providing Birth Control,ORG,1,0.00017624250969333803
University of Arizona,ORG,1,0.00017624250969333803
University of Florida,ORG,1,0.00017624250969333803
Unprecedented Algae Bloom,ORG,1,0.00017624250969333803
Unseemly Support for Youth,ORG,1,0.00017624250969333803
Utah,GPE,5,0.0008812125484666902
VERDICT,ORG,1,0.00017624250969333803
VOTE-A-RAMA',ORG,1,0.00017624250969333803
Van Gogh ',PERSON,1,0.00017624250969333803
Vance,PERSON,2,0.00035248501938667606
Vance Struggles,PERSON,1,0.00017624250969333803
Vanderbilt Trans Clinic,ORG,1,0.00017624250969333803
Vanilla Ice,ORG,1,0.00017624250969333803
Vatican,FAC,3,0.0005287275290800141
Vax,PRODUCT,1,0.00017624250969333803
Vegan,GPE,1,0.00017624250969333803
Vegan Meat Sales Fall,ORG,1,0.00017624250969333803
Vegas,GPE,5,0.0008812125484666902
Vegas,ORG,3,0.0005287275290800141
Vegas Partying,ORG,1,0.00017624250969333803
Vegas REVIEW-JOURNAL,ORG,1,0.00017624250969333803
Vegas Strip,GPE,2,0.00035248501938667606
Vegetarians,NORP,1,0.00017624250969333803
Venezuela,GPE,3,0.0005287275290800141
Venezuelans,NORP,1,0.00017624250969333803
Venice,GPE,8,0.0014099400775467042
Vermont,GPE,1,0.00017624250969333803
Veterans,NORP,1,0.00017624250969333803
Veterans Affairs,ORG,1,0.00017624250969333803
Vicious,ORG,1,0.00017624250969333803
Victim of Economic Lynching,ORG,1,0.00017624250969333803
Violence Surges Ahead,ORG,1,0.00017624250969333803
Virgin Islands,GPE,1,0.00017624250969333803
Virginia,GPE,4,0.0007049700387733521
Virtual,WORK_OF_ART,1,0.00017624250969333803
Virus,ORG,1,0.00017624250969333803
Virus,PRODUCT,1,0.00017624250969333803
Virus Returns,PERSON,1,0.00017624250969333803
Visa,ORG,1,0.00017624250969333803
Vision Tested in Court,ORG,1,0.00017624250969333803
Vitali,GPE,1,0.00017624250969333803
Vitamin D -- Cures,PERSON,1,0.00017624250969333803
Vlad,GPE,3,0.0005287275290800141
Vlad,WORK_OF_ART,2,0.00035248501938667606
Vlad Set,ORG,1,0.00017624250969333803
Volkswagen,ORG,1,0.00017624250969333803
Volunteer,PERSON,1,0.00017624250969333803
Voter,ORG,2,0.00035248501938667606
Voter Fraud,PERSON,1,0.00017624250969333803
Voter-Suppression Scheme,ORG,1,0.00017624250969333803
Vowed ',PERSON,1,0.00017624250969333803
WALMART,ORG,2,0.00035248501938667606
WAP,ORG,1,0.00017624250969333803
WAPO,ORG,1,0.00017624250969333803
WARFARE HORROR MOVIE ',PERSON,1,0.00017624250969333803
WARNER,ORG,1,0.00017624250969333803
WARZONE,ORG,1,0.00017624250969333803
WEALTHIER,ORG,1,0.00017624250969333803
WEATHER CHANNEL,ORG,1,0.00017624250969333803
WEEKEND,EVENT,4,0.0007049700387733521
WEEKEND,ORG,2,0.00035248501938667606
WELLS FARGO,ORG,1,0.00017624250969333803
WENDY'S,ORG,1,0.00017624250969333803
WEST DROPPED,GPE,1,0.00017624250969333803
WHITE HOUSE,ORG,1,0.00017624250969333803
WHOLE FOODS,ORG,1,0.00017624250969333803
WHOLE FOODS Mackey,ORG,1,0.00017624250969333803
WI,ORG,2,0.00035248501938667606
WIRE,ORG,1,0.00017624250969333803
WSJ,ORG,1,0.00017624250969333803
WV,GPE,1,0.00017624250969333803
WV,ORG,1,0.00017624250969333803
WWF,ORG,1,0.00017624250969333803
WWII,EVENT,3,0.0005287275290800141
Wagner,ORG,1,0.00017624250969333803
Wales,GPE,1,0.00017624250969333803
Walker,ORG,1,0.00017624250969333803
Wall St Bears Take Revenge,ORG,1,0.00017624250969333803
Walrus,ORG,1,0.00017624250969333803
Wants,PERSON,1,0.00017624250969333803
Wants Pentagon,PERSON,1,0.00017624250969333803
War on Drugs,WORK_OF_ART,1,0.00017624250969333803
Warhol,PERSON,2,0.00035248501938667606
Warhol Images,PERSON,1,0.00017624250969333803
Warhol Supreme Court Case,ORG,1,0.00017624250969333803
Warn Russia,PERSON,1,0.00017624250969333803
Warner,ORG,1,0.00017624250969333803
Warnings Signs Multiply Ahead,ORG,1,0.00017624250969333803
Warnock Church Pays,ORG,1,0.00017624250969333803
Warns Americans,PERSON,1,0.00017624250969333803
Warns Pence,PERSON,1,0.00017624250969333803
Warns Pentagon,PERSON,1,0.00017624250969333803
Warns USA,PERSON,1,0.00017624250969333803
Warplane,PERSON,1,0.00017624250969333803
Warren,PERSON,1,0.00017624250969333803
Washington,GPE,3,0.0005287275290800141
Watch Election Sites,ORG,1,0.00017624250969333803
Watches,PERSON,1,0.00017624250969333803
Watt,PERSON,1,0.00017624250969333803
Wealthiest City,GPE,1,0.00017624250969333803
Wear Masks,ORG,1,0.00017624250969333803
Weatherman,PERSON,1,0.00017624250969333803
Weedkiller,PERSON,1,0.00017624250969333803
Week,DATE,2,0.00035248501938667606
Weighs,ORG,1,0.00017624250969333803
Weinstein,PERSON,4,0.0007049700387733521
Weinstein Courtroom Chair Moved,ORG,1,0.00017624250969333803
Weinstein Trial,FAC,1,0.00017624250969333803
Weinstein Trial Begins,PERSON,1,0.00017624250969333803
Weisselberg,GPE,1,0.00017624250969333803
Weisselberg,PERSON,2,0.00035248501938667606
Weisselberg Nears,PERSON,1,0.00017624250969333803
West,LOC,1,0.00017624250969333803
West Bank,GPE,5,0.0008812125484666902
West Coast,LOC,2,0.00035248501938667606
West Fears NKorea Ramping Up,ORG,1,0.00017624250969333803
West Point,GPE,1,0.00017624250969333803
West Point,LOC,1,0.00017624250969333803
West Virginia,GPE,1,0.00017624250969333803
Western,NORP,1,0.00017624250969333803
Western Officials,ORG,1,0.00017624250969333803
Western Slope,ORG,1,0.00017624250969333803
Westerners,NORP,1,0.00017624250969333803
Whistle-Blower,ORG,1,0.00017624250969333803
White House,ORG,22,0.0038773352132534366
Whitey Bulger,PERSON,1,0.00017624250969333803
Whitmer,PERSON,1,0.00017624250969333803
Widest,PERSON,1,0.00017624250969333803
Wild West,PERSON,1,0.00017624250969333803
Wildfire,PERSON,1,0.00017624250969333803
Wildfire Incinerates,PERSON,1,0.00017624250969333803
Will Host,PERSON,1,0.00017624250969333803
Will Putin Fall,PERSON,1,0.00017624250969333803
William,PERSON,4,0.0007049700387733521
Williams,PERSON,1,0.00017624250969333803
Willie Nelson's,PERSON,1,0.00017624250969333803
Willis,PERSON,1,0.00017624250969333803
Window In Hospital Room Boosts Survival,WORK_OF_ART,1,0.00017624250969333803
Winner,PERSON,1,0.00017624250969333803
Winter,DATE,1,0.00017624250969333803
Winter Looms,ORG,1,0.00017624250969333803
Wisconsin Primary Sets Up,ORG,1,0.00017624250969333803
Women Turned Off,ORG,1,0.00017624250969333803
Woodstock,PERSON,1,0.00017624250969333803
Woodward,PERSON,2,0.00035248501938667606
Worker,ORG,1,0.00017624250969333803
World Cup,EVENT,3,0.0005287275290800141
World Series,EVENT,1,0.00017624250969333803
World War 3,EVENT,1,0.00017624250969333803
World's,ORG,1,0.00017624250969333803
Worst Airports For Cancellations,WORK_OF_ART,1,0.00017624250969333803
Worst Case Scenario Coming,ORG,1,0.00017624250969333803
Worst Levels,ORG,1,0.00017624250969333803
Worst year,DATE,1,0.00017624250969333803
Worth Invasion,FAC,1,0.00017624250969333803
Wuhan,GPE,1,0.00017624250969333803
Wuhan Institute,ORG,1,0.00017624250969333803
Wynn,ORG,1,0.00017624250969333803
Wyoming,GPE,1,0.00017624250969333803
Wyoming Dems,ORG,1,0.00017624250969333803
XI PARTY,ORG,1,0.00017624250969333803
XI TIGHTENS GRIP,ORG,1,0.00017624250969333803
XXX,ORG,1,0.00017624250969333803
Xi Builds Security Fortress,ORG,1,0.00017624250969333803
Xi's Next Term,ORG,1,0.00017624250969333803
YALE,ORG,3,0.0005287275290800141
YANKEES,ORG,1,0.00017624250969333803
YE V. JEWS,PERSON,1,0.00017624250969333803
YEAR,DATE,1,0.00017624250969333803
YEARS later,DATE,1,0.00017624250969333803
YELLEN EYES EXIT,ORG,1,0.00017624250969333803
YOUTUBE,ORG,1,0.00017624250969333803
YOUTUBEer,ORG,1,0.00017624250969333803
Ye,PERSON,1,0.00017624250969333803
Year,DATE,3,0.0005287275290800141
Years,DATE,3,0.0005287275290800141
Yellen,PERSON,3,0.0005287275290800141
Yellen Worries Over Adequate Liquidity in,ORG,1,0.00017624250969333803
Yom Kippur,PERSON,1,0.00017624250969333803
YouTubers,ORG,1,0.00017624250969333803
Young Black,PERSON,1,0.00017624250969333803
Youngest Planet,LOC,1,0.00017624250969333803
Youngkin,ORG,1,0.00017624250969333803
Youngkin,PERSON,7,0.0012336975678533663
ZERO,CARDINAL,1,0.00017624250969333803
Zapping Brain,PERSON,1,0.00017624250969333803
Zeldin,PERSON,1,0.00017624250969333803
Zelenksy Asked,PERSON,1,0.00017624250969333803
Zelenskiy,ORG,1,0.00017624250969333803
Zelensky,PERSON,12,0.0021149101163200562
Zero,CARDINAL,1,0.00017624250969333803
Zombie,PERSON,1,0.00017624250969333803
Zuck,PERSON,2,0.00035248501938667606
Zuckerberg,ORG,4,0.0007049700387733521
Zuckerberg Fighting,PERSON,1,0.00017624250969333803
Zuckerberg Fights For Job,ORG,1,0.00017624250969333803
Zuckerberg No Longer Top 10,PERSON,1,0.00017624250969333803
Zuckerberg Seeks ',PERSON,1,0.00017624250969333803
Zuckerberg Wealth Wipeout Hits,PERSON,1,0.00017624250969333803
about Jan. 6,DATE,2,0.00035248501938667606
all-night,TIME,1,0.00017624250969333803
"almost 2,000 years later",DATE,1,0.00017624250969333803
annual,DATE,1,0.00017624250969333803
another 11 cents,MONEY,1,0.00017624250969333803
another 20%,PERCENT,1,0.00017624250969333803
apocalypse bunker,PERSON,1,0.00017624250969333803
as low as 37%,PERCENT,1,0.00017624250969333803
at least 120,CARDINAL,1,0.00017624250969333803
at least 34,CARDINAL,1,0.00017624250969333803
billion-dollar,MONEY,1,0.00017624250969333803
billions,CARDINAL,3,0.0005287275290800141
coma,GPE,2,0.00035248501938667606
congress,ORG,1,0.00017624250969333803
crypto scam,PERSON,1,0.00017624250969333803
day,DATE,3,0.0005287275290800141
days,DATE,6,0.0010574550581600281
days ago,DATE,1,0.00017624250969333803
daytime,DATE,1,0.00017624250969333803
decade,DATE,2,0.00035248501938667606
decades,DATE,3,0.0005287275290800141
doc,ORG,2,0.00035248501938667606
docs,CARDINAL,4,0.0007049700387733521
dozens,CARDINAL,1,0.00017624250969333803
eighth,CARDINAL,1,0.00017624250969333803
election day,DATE,1,0.00017624250969333803
ex-British,NORP,1,0.00017624250969333803
fed,ORG,2,0.00035248501938667606
filet mignon,PERSON,1,0.00017624250969333803
first week,DATE,1,0.00017624250969333803
first year,DATE,1,0.00017624250969333803
five,CARDINAL,2,0.00035248501938667606
five minutes,TIME,1,0.00017624250969333803
four years,DATE,1,0.00017624250969333803
fourth week,DATE,1,0.00017624250969333803
generation next week,DATE,1,0.00017624250969333803
graffiti,ORG,1,0.00017624250969333803
half,CARDINAL,2,0.00035248501938667606
half-century,DATE,2,0.00035248501938667606
hours,TIME,2,0.00035248501938667606
hundreds,CARDINAL,2,0.00035248501938667606
hundreds of thousands,CARDINAL,1,0.00017624250969333803
iPhone,ORG,1,0.00017624250969333803
iPhone,PRODUCT,2,0.00035248501938667606
iPhone 14,PRODUCT,1,0.00017624250969333803
iPhone Factory Workers,ORG,1,0.00017624250969333803
iPhones,ORG,1,0.00017624250969333803
iPhones,PRODUCT,1,0.00017624250969333803
institute,ORG,1,0.00017624250969333803
intel,ORG,2,0.00035248501938667606
just 24 hours,TIME,1,0.00017624250969333803
just hours,TIME,1,0.00017624250969333803
last day,DATE,1,0.00017624250969333803
last spring,DATE,1,0.00017624250969333803
less than month,DATE,1,0.00017624250969333803
mRNA,LOC,1,0.00017624250969333803
mark holy day,PERSON,1,0.00017624250969333803
millions,CARDINAL,8,0.0014099400775467042
months,DATE,5,0.0008812125484666902
months ago,DATE,1,0.00017624250969333803
moon south pole,FAC,1,0.00017624250969333803
more than 40,CARDINAL,1,0.00017624250969333803
"more than 6,000 miles",QUANTITY,1,0.00017624250969333803
mouse,PERSON,1,0.00017624250969333803
multibillion-dollar,MONEY,1,0.00017624250969333803
navy,ORG,1,0.00017624250969333803
nearly 2 years,DATE,1,0.00017624250969333803
next 20 years,DATE,1,0.00017624250969333803
next decade,DATE,2,0.00035248501938667606
next year,DATE,1,0.00017624250969333803
night,TIME,3,0.0005287275290800141
one,CARDINAL,5,0.0008812125484666902
one-fifth,CARDINAL,1,0.00017624250969333803
over $130 million,MONEY,1,0.00017624250969333803
post-Roe,EVENT,1,0.00017624250969333803
post-Sanders-Warren,EVENT,1,0.00017624250969333803
pre-Great Recession,EVENT,1,0.00017624250969333803
pro-Nazi,NORP,1,0.00017624250969333803
pro-U.S.,NORP,1,0.00017624250969333803
quarter,DATE,1,0.00017624250969333803
red states,GPE,1,0.00017624250969333803
rehears,TIME,1,0.00017624250969333803
same day,DATE,2,0.00035248501938667606
scan,NORP,1,0.00017624250969333803
sci-fi city,ORG,1,0.00017624250969333803
season,DATE,3,0.0005287275290800141
second day,DATE,2,0.00035248501938667606
sh*t,ORG,1,0.00017624250969333803
six,CARDINAL,1,0.00017624250969333803
spur democracy,PERSON,1,0.00017624250969333803
suicides,NORP,1,0.00017624250969333803
summer,DATE,6,0.0010574550581600281
the CDC Vaccine Office,ORG,1,0.00017624250969333803
the Juggalos Festival,EVENT,1,0.00017624250969333803
the LA TIMES,ORG,1,0.00017624250969333803
the Supreme Court Hiding,ORG,1,0.00017624250969333803
the light' days,DATE,1,0.00017624250969333803
third day,DATE,1,0.00017624250969333803
this century,DATE,1,0.00017624250969333803
this season,DATE,1,0.00017624250969333803
this year,DATE,2,0.00035248501938667606
three,CARDINAL,3,0.0005287275290800141
tonight,TIME,1,0.00017624250969333803
tsunamis,ORG,1,0.00017624250969333803
two,CARDINAL,11,0.0019386676066267183
two months,DATE,1,0.00017624250969333803
two-decade,DATE,1,0.00017624250969333803
"up to $41,000",MONEY,1,0.00017624250969333803
"up to 80,000",CARDINAL,1,0.00017624250969333803
week,DATE,4,0.0007049700387733521
"week, month",DATE,1,0.00017624250969333803
weekend,DATE,2,0.00035248501938667606
weeks,DATE,4,0.0007049700387733521
winter,DATE,10,0.0017624250969333803
year,DATE,4,0.0007049700387733521
yearly,DATE,1,0.00017624250969333803
years,DATE,11,0.0019386676066267183
zero,CARDINAL,1,0.00017624250969333803
