text,url,n,is_story,domain
Cameron Tells Off 'AVATAR' Haters: 'They See Movie And Shut The F*ck Up'...,https://www.empireonline.com/movies/news/james-cameron-avatar-trolls-see-movie-shut-the-f-up-exclusive/,2,True,empireonline.com
"Camilla Parker Bowles allegedly joked if Meghan, Harry's baby would have 'ginger Afro hair'...",https://pagesix.com/2022/07/21/camilla-parker-bowles-may-be-why-harry-meghan-left-uk-book/,1,True,pagesix.com
Campaign to Warn Public Gains Urgency...,https://dnyuz.com/2022/06/16/as-monkeypox-spreads-a-campaign-to-warn-the-public-gains-urgency/,3,True,dnyuz.com
Campaign to discredit her account has begun,https://news.yahoo.com/campaign-discredit-cassidy-hutchinson-begun-211619967.html,1,True,yahoo.com
Camper scared off bear -- then grizzly came back and killed her...,https://www.msn.com/en-us/travel/news/a-camper-scared-off-a-bear-e2-80-94-then-the-grizzly-came-back-and-killed-her/ar-AAZJNrD,3,True,msn.com
Can 'America First' exist without The Don? Conservatives planning on it...,https://news.yahoo.com/america-first-exist-without-trump-204437971.html,1,True,yahoo.com
Can 'America First' exist without The Don? Conservatives planning on it...,https://www.msn.com/en-us/news/politics/can-america-first-exist-without-trump-conservatives-are-planning-on-it/ar-AA10hmqZ,2,True,msn.com
Can 25-year-old endorsed by major Republicans 'troll' way to victory?,https://www.politico.com/news/2022/07/17/gop-endorsements-25-year-old-matthew-foldi-00046173,3,True,politico.com
Can Arabic pop conquer America? Tarzana ingenue and power manager say 'inshallah'...,https://news.yahoo.com/arabic-language-pop-conquer-america-130044109.html,3,True,yahoo.com
Can Boris make comeback?,https://news.yahoo.com/voices-could-boris-johnson-come-091941238.html,2,True,yahoo.com
Can Crypto's Richest Man Stand the Cold?,https://trueviralnews.com/116385-can-crypto-s-richest-man-stand-the-cold.html,2,True,trueviralnews.com
Can DeSantis Dethrone Mentor?,https://www.newyorker.com/magazine/2022/06/27/can-ron-desantis-displace-donald-trump-as-the-gops-combatant-in-chief,6,True,newyorker.com
Can DeSantis Displace Trump as Combatant-in-Chief?,https://www.newyorker.com/magazine/2022/06/27/can-ron-desantis-displace-donald-trump-as-the-gops-combatant-in-chief,4,True,newyorker.com
Can F-150 Lightning Make Everyone Want Truck That Plugs In?,https://dnyuz.com/2022/08/13/can-the-f-150-lightning-make-everyone-want-a-truck-that-plugs-in/,6,True,dnyuz.com
Can Florida Dems take down DeSantis?,https://thehill.com/homenews/campaign/3611399-can-florida-democrats-take-down-desantis/,2,True,thehill.com
Can Future Fleet of Robotic Fish Clean Up Ocean?,https://www.msn.com/en-us/news/technology/can-a-future-fleet-of-robotic-fish-clean-up-the-ocean/ar-AAYKs9x,2,True,msn.com
"Can Snorer's Marriage Be Saved? Yes, With Mouth Tape...",https://www.wsj.com/articles/snoring-mouth-tape-sleep-remedy-11660844766,3,True,wsj.com
Can TARGET gift card help stay off meth?,https://www.msn.com/en-us/health/medical/can-a-target-gift-card-help-you-stay-off-meth-this-la-program-is-trying-it/ar-AAZb95Y,1,True,msn.com
"Can be passed during sex; Bedding, towels, skin...",https://www.bbc.com/news/health-61887631,3,True,bbc.com
Can change outlook on life as much as near-death experiences...,https://studyfinds.org/psychedelics-near-death-experience/,1,True,studyfinds.org
Can long Covid lead to death? New analysis suggests could...,https://www.politico.com/news/2022/06/03/can-long-covid-lead-to-death-a-new-analysis-suggests-it-could-00036845,1,True,politico.com
Can media companies weather a recession?,https://www.cnbc.com/2022/06/23/media-executives-say-they-can-weather-recession.html,1,True,cnbc.com
Can media companies weather recession?,https://www.cnbc.com/2022/06/23/media-executives-say-they-can-weather-recession.html,4,True,cnbc.com
Can virus spread via clothes or groceries?,https://www.the-sun.com/health/5978904/can-monkeypox-virus-spread-on-clothes/,3,True,the-sun.com
Can't Stop Would-Be Rivals From Grabbing 2024 Spotlight...,https://www.nbcnews.com/politics/2022-election/bidens-soft-power-not-enough-stop-rivals-grabbing-2024-spotlight-rcna40365,1,True,nbcnews.com
Canada Could Become Abortion Destination...,https://finance.yahoo.com/news/roe-overturned-canada-could-become-140000336.html,1,True,yahoo.com
Canada to end vax mandate for travel...,https://nationalpost.com/news/canada/canada-to-end-covid-vaccine-mandate-for-domestic-travel-cbc-news,1,True,nationalpost.com
Canadians stabbed to death at resort...,https://www.the-sun.com/news/5610332/mexico-playa-del-carmen-couple-murdered-beach-resort/,2,True,the-sun.com
Canceled flights rise...,https://apnews.com/article/travel-pete-buttigieg-transportation-bac2897db4e1ac3aa7fdce0e500cbf32,9,True,apnews.com
Cancer Drug Emerges As 'Fountain Of Youth' Treatment...,https://studyfinds.org/anti-aging-drug-extending-life/,3,True,studyfinds.org
Cancer Drug Emerges As 'Fountain Of Youth' Treatment?,https://studyfinds.org/anti-aging-drug-extending-life/,2,True,studyfinds.org
Cancer patient longest known covid sufferer: 450 days!,https://www.dailymail.co.uk/health/article-10984425/Cancer-patient-Connecticut-infected-COVID-19-450-days.html,1,True,dailymail.co.uk
Cancer patient longest known covid sufferer: 450 days...,https://www.dailymail.co.uk/health/article-10984425/Cancer-patient-Connecticut-infected-COVID-19-450-days.html,1,True,dailymail.co.uk
Capitalized on violence against drivers...,https://www.msn.com/en-us/news/world/leaked-uber-files-show-how-company-capitalized-on-violence-against-drivers/ar-AAZqyrj,1,True,msn.com
"Capitol Police Officer Recalls Fight With Mob...
'Slipping in Blood'... ",https://news.yahoo.com/jan-6-police-officer-recalls-100035394.html,1,True,yahoo.com
Capitol Rioter Step Closer to Running State's Elections...,https://slate.com/news-and-politics/2022/08/capitol-rioter-qanon-mark-finchem-arizona-elections.html,3,True,slate.com
Captured American vets may face death penalty...,https://www.nbcnews.com/news/world/russia-ukraineveterans-death-penalty-alexander-drueke-and-andy-huynh-rcna34372,4,True,nbcnews.com
Captured Americans may face death penalty...,https://www.nbcnews.com/news/world/russia-ukraineveterans-death-penalty-alexander-drueke-and-andy-huynh-rcna34372,2,True,nbcnews.com
Captured Brits sentenced to death...,https://www.bbc.com/news/live/world-europe-61726733,1,True,bbc.com
Captured nuclear plant doubles as launch pad for relentless Russian rocket attacks...,https://apnews.com/article/russia-ukraine-kyiv-global-trade-c1a004db6eef64d2aea48990a3080017,2,True,apnews.com
Car crash crisis: Traffic fatalities on rise...,https://theweek.com/accidents/1015757/rise-of-car-accidents,3,True,theweek.com
Car sales at 'recessionary levels'...,https://www.marketwatch.com/story/u-s-car-sales-at-recessionary-levels-as-inflation-rising-interest-rate-concerns-increase-rbc-says-11654191935,1,True,marketwatch.com
Car-bomb killing sows unease among Putin cheerleaders...,https://www.msn.com/en-us/news/world/car-bomb-killing-sows-unease-among-cheerleaders-of-putin-s-war/ar-AA10XUbT,1,True,msn.com
Cargo plane carrying 11 TONS of weapons explodes over Greece... ,https://www.dailymail.co.uk/news/article-11021799/Ukrainian-cargo-plane-crashed-Greece-carrying-11-TONS-mortar-land-mines.html,3,True,dailymail.co.uk
"Caribbean, Thailand rank in top best tropic islands for digital nomads...",https://www.hindustantimes.com/lifestyle/travel/caribbean-thailand-rank-in-top-best-tropic-islands-for-digital-nomads-101658903294724.html,1,True,hindustantimes.com
Carlos Santana collapses on stage during performance...,https://www.clickondetroit.com/news/local/2022/07/06/carlos-santana-collapses-on-stage-during-performance-at-pine-knob-in-clarkston/,1,True,clickondetroit.com
Carrier group moved towards island...,https://www.the-sun.com/news/5929070/china-taiwan-airspace-aircraft-missiles/,3,True,the-sun.com
Cartels lay siege...,https://www.vice.com/en/article/n7ze4q/mexico-cjng-siege-doble-r,5,True,vice.com
Caruso was Republican 3 years ago. Will voters care?,https://www.msn.com/en-us/news/politics/news-analysis-rick-caruso-was-a-republican-3-years-ago-will-voters-care/ar-AAY0UbT,1,True,msn.com
Case highlights confusing CDC guidance on ending isolation...,https://news.yahoo.com/biden-covid-case-highlights-confusing-210455900.html,4,True,yahoo.com
Cases flatten in LA County as decision on masks looms...,https://ca.movies.yahoo.com/l-county-coronavirus-cases-start-170110149.html,1,True,yahoo.com
"Cases hit 1,053...",https://www.the-sun.com/health/5587281/monkeypox-us-cases-update-cdc-data/,2,True,the-sun.com
Cases hit 524 in UK... ,https://www.the-sun.com/health/5565816/monkeypox-cases-hit-new-infections-fears-emergency/,1,True,the-sun.com
Cases jump 20% in week...,https://www.cnbc.com/2022/08/17/monkeypox-cases-have-increased-20percent-to-35000-across-92-countries-who-says.html,2,True,cnbc.com
Cases rising in Atlanta...,https://www.fox5atlanta.com/news/monkeypox-georgia-case-numbers-rising-metro-atlanta,6,True,fox5atlanta.com
Cases start to flatten in LA County as decision on mask mandate looms...,https://ca.movies.yahoo.com/l-county-coronavirus-cases-start-170110149.html,4,True,yahoo.com
Cash Gap Favors Dems in Senate Races...,https://davidcatanese.substack.com/p/the-cavernous-cash-gap-in-senate,2,True,substack.com
Castaway gives up millionaire life for deserted island...,https://www.the-sun.com/news/5599963/real-life-castaway-deserted-island/,6,True,the-sun.com
Catalytic converter thefts shut down county buses...,https://apnews.com/article/michigan-lansing-theft-owosso-bcd28b5dc5a412c6e281b11b008b234d,3,True,apnews.com
Caterpillars -- next tasty snack...,https://news.yahoo.com/african-entrepreneur-seeks-turn-caterpillars-063608260.html,2,True,yahoo.com
Catholic Order Struggles to Raise $100 Million to Atone for Slave Labor...,https://dnyuz.com/2022/08/16/catholic-order-struggles-to-raise-100-million-to-atone-for-slave-labor/,1,True,dnyuz.com
"Cats targeted with blow darts, mutilated at Army base in Hawaii, report says...",https://lmtribune.com/nation/cats-targeted-with-blow-darts-mutilated-at-us-army-base-in-hawaii-report-says/article_14725c7f-84bd-5fc7-9d03-bc37c44fd28a.html,1,True,lmtribune.com
"Cause of homelessness? It's NOT drugs or mental illness, researchers say...",https://www.gazettextra.com/news/nation_world/cause-of-homelessness-its-not-drugs-or-mental-illness-researchers-say/article_bb55dee8-348f-537f-a41c-f8947aaba3a9.html,1,True,gazettextra.com
Cautious optimism as Chicago sees statistical decline in gun violence...,https://news.yahoo.com/cautious-optimism-chicago-sees-statistical-100000619.html,2,True,yahoo.com
Cavernous Cash Gap Favors Dems in Senate Races...,https://davidcatanese.substack.com/p/the-cavernous-cash-gap-in-senate,2,True,substack.com
Celebrities use private jets excessively: 'Climate nightmare'...,https://www.msn.com/en-us/travel/news/celebrities-use-private-jets-excessively-it-s-a-climate-nightmare/ar-AA10eLCK,1,True,msn.com
Celebrity candidates threaten Republican hopes...,https://www.axios.com/2022/08/07/senate-midterms-dr-oz-republican-majority,2,True,axios.com
"Cellphone inventor: Put down, 'get a life'...",https://nypost.com/2022/07/01/inventor-of-worlds-first-cell-phone-put-down-your-devices/,2,True,nypost.com
"Cellphone inventor: Put it down, get a life...",https://nypost.com/2022/07/01/inventor-of-worlds-first-cell-phone-put-down-your-devices/,2,True,nypost.com
Central-Bank Digital Money Risks Being 'Expensive Failure'...,https://www.bnnbloomberg.ca/central-bank-digital-money-risks-being-an-expensive-failure-1.1775441,1,True,bnnbloomberg.ca
"Chalamet, Styles, Armas: Next-gen stars to light up Venice fest...",https://news.yahoo.com/chalamet-styles-armas-next-gen-052315185.html ,5,True,yahoo.com
"Chalamet, Styles, Armas: Next-gen stars to light up Venice...",https://news.yahoo.com/chalamet-styles-armas-next-gen-052315185.html ,4,True,yahoo.com
Champion Slings Protestor During Hot Dog Eating Contest...,https://www.newsweek.com/joey-chestnut-slings-protestor-during-nathans-hot-dog-eating-contest-1721574,3,True,newsweek.com
Chaos as Heathrow delays 10% takeoffs...,https://www.thesun.co.uk/travel/18941606/heathrow-warning-cancelled-flights-terminal/,4,True,thesun.co.uk
Chaos at celebrations across nation as fireworks mistaken for gunshots... ,https://www.nbcnews.com/news/us-news/panic-july-fourth-celebrations-crowds-mistake-fireworks-gunfire-rcna36637,2,True,nbcnews.com
Chaos in NYC and San Fran after false shooting reports...,https://www.the-sun.com/news/5641581/pride-new-york-san-francisco-shooting-2022-live/,2,True,the-sun.com
Chaos in San Antonio...,https://www.kens5.com/article/news/local/man-shot-and-killed-at-la-fitness/273-9b2d76a6-292a-456a-9e74-efe83ed5921d,1,True,kens5.com
Chaos on streets...,https://nypost.com/2022/08/13/us-consulate-tijuana-advised-shelter-in-place-as-chaos-violence-erupt/,5,True,nypost.com
Chapek again distances himself from Iger with DISNEY+ decision...,https://www.cnbc.com/2022/08/21/disney-chapek-iger-disney-plus-price-decision.html,2,True,cnbc.com
"Cheap Beer, Cigarettes Gain Favor as Inflation Pinches...",https://www.wsj.com/articles/cheaper-beer-cigarettes-gain-favor-as-inflation-pinches-shoppers-11658655001,3,True,wsj.com
Cheering locals line streets...,https://www.dailymail.co.uk/news/article-11072941/Flight-tracking-website-Flightradar24-goes-300-000-people-watch-Pelosis-Taiwan-flight.html,2,True,dailymail.co.uk
"Cheney Downloads on Trump in Ad for Daughter...
'Never been individual who is greater threat to republic'...",https://www.foxnews.com/politics/trump-blasted-dick-cheney-former-vice-president-stars-daughters-latest-ad,2,True,foxnews.com
"Cheney Downloads on Trump in Campaign Ad for Daughter...
'Never been individual who is greater threat to republic'...",https://www.foxnews.com/politics/trump-blasted-dick-cheney-former-vice-president-stars-daughters-latest-ad,1,True,foxnews.com
Cheney Paying Price for Crossing The Don in Her Home State...,https://finance.yahoo.com/news/liz-cheney-paying-price-crossing-080032202.html,2,True,yahoo.com
Cheney Paying Price for Crossing in Home State...,https://finance.yahoo.com/news/liz-cheney-paying-price-crossing-080032202.html,2,True,yahoo.com
Cheney in bitter fight against Trump-backed primary rival...,https://www.washingtonexaminer.com/news/campaigns/rep-liz-cheney-in-a-bitter-fight-against-trump-backed-wyoming-gop-primary-rival,1,True,washingtonexaminer.com
"Cheney plans to go national...
2024 run?",https://www.axios.com/2022/08/17/liz-cheney-2024-wyoming-gop-primary,3,True,axios.com
Cheney risks career to lead anti-Trump resistance...,https://news.yahoo.com/liz-cheney-risks-career-lead-214332676.html,2,True,yahoo.com
Cheney warns GOP 'can't survive' if The Don nominee...,https://www.washingtonexaminer.com/politics/liz-cheney-gop-cant-survive-trump-2024-nominee,1,True,washingtonexaminer.com
Cheney warns GOP 'can't survive' if nominee...,https://www.washingtonexaminer.com/politics/liz-cheney-gop-cant-survive-trump-2024-nominee,6,True,washingtonexaminer.com
Chess playing robot breaks boy's finger...,https://www.fox5ny.com/news/chess-playing-robot-breaks-7-year-olds-finger,2,True,fox5ny.com
Chess-playing robot breaks boy's finger...,https://www.cnn.com/2022/07/25/europe/chess-robot-russia-boy-finger-intl-scli/index.html,2,True,cnn.com
Chicago Mayor Lightfoot Curses Him Out at Pride Parade...,https://www.mediaite.com/politics/fck-clarence-thomas-chicago-mayor-lori-lightfoot-curses-out-supreme-court-justice-at-pride-parade/,1,True,mediaite.com
Chicago Mayor Lightfoot blasts ad that 'darkens' her image...,https://www.msn.com/en-us/news/politics/chicago-mayor-lightfoot-blasts-ad-from-conservative-political-committee-that-darkens-her-image/ar-AA111A7b,2,True,msn.com
Chicago cops no longer allowed to chase people on foot just for running away...,https://www.nbcnews.com/news/us-news/chicago-police-are-no-longer-allowed-chase-people-foot-just-running-aw-rcna34599,2,True,nbcnews.com
"Chicago may hit century mark, first time in 10 years...",https://www.accuweather.com/en/weather-forecasts/chicago-may-hit-century-mark-for-1st-time-in-nearly-10-years/1200897,1,True,accuweather.com
Chicago officials urge monkeypox precautions at summer gatherings...,https://thehill.com/policy/healthcare/3522669-chicago-officials-urge-monkeypox-precautions-at-summer-gatherings/,1,True,thehill.com
Chicago suburb in shock after mass shooting during July 4 parade...,https://news.yahoo.com/six-killed-shooting-us-july-211942883.html,2,True,yahoo.com
Chief speechwriter out -- after only 4 months!,https://www.politico.com/news/2022/07/15/kamala-harris-speechwriter-resigning-00046129,1,True,politico.com
Children exposed at Illinois day care?,https://www.msn.com/en-us/news/us/children-potentially-exposed-to-monkeypox-at-illinois-day-care-officials-say/ar-AA10mhw1,6,True,msn.com
Children getting infected in GA...,https://www.ajc.com/news/atlanta-news/one-georgia-child-diagnosed-with-monkeypox-another-suspected/3XQCYGRHONBTBN5PXC2HQ6HPFE,3,True,ajc.com
Children infected in GA...,https://www.ajc.com/news/atlanta-news/one-georgia-child-diagnosed-with-monkeypox-another-suspected/3XQCYGRHONBTBN5PXC2HQ6HPFE,3,True,ajc.com
Children infected with 3 viruses at time; Worn down immune systems...,https://www.dailymail.co.uk/news/article-10913639/Children-infected-three-viruses-time-COVID-measures-worn-immune-systems.html,1,True,dailymail.co.uk
China Alarms USA With Private Warnings to Avoid Taiwan Strait...,https://www.bangkokpost.com/world/2324668/china-alarms-us-with-new-private-warnings-to-avoid-taiwan-strait,1,True,bangkokpost.com
"China Could Overtake US in Space Without 'Urgent Action,' Warns Pentagon...",https://www.defenseone.com/technology/2022/08/china-could-overtake-us-space-without-urgent-action-report/376261/,1,True,defenseone.com
China Crackdown on 'Disorderly Capital'...,https://ca.news.yahoo.com/marxism-makes-comeback-china-crackdown-200012094.html,1,True,yahoo.com
China Now Testing Live Fish in  Bid to Stop Spread...,https://finance.yahoo.com/news/china-now-testing-live-fish-055149927.html,3,True,yahoo.com
China Plans Four Days of Military Drills in Areas Encircling Taiwan...,https://www.msn.com/en-us/news/world/china-plans-four-days-of-military-drills-in-areas-encircling-taiwan/ar-AA10enwm,2,True,msn.com
China Says May Have Detected Signals From Alien Civilizations...,https://www.bnnbloomberg.ca/china-says-it-may-have-detected-signals-from-alien-civilizations-1.1778957,1,True,bnnbloomberg.ca
China Sends Warplanes Near Taiwan After USA Rejects Strait Claims...,https://www.msn.com/en-us/news/world/china-sends-warplanes-near-taiwan-after-us-rejects-strait-claims/ar-AAYIRnj,3,True,msn.com
China Shocks With Rate Cut as Data Show 'Alarming' Slowdown...,https://finance.yahoo.com/news/china-shocks-rate-cut-data-063536024.html,1,True,yahoo.com
"China Targeted Fed to Build Informant Network, Probe Says...",https://www.wsj.com/articles/china-targeted-fed-to-build-informant-network-access-data-a-probe-says-11658826000,3,True,wsj.com
China Treasury holdings 12-year low; Japan cuts...,https://finance.yahoo.com/news/chinas-holdings-u-treasuries-skid-215852789.html,1,True,yahoo.com
China Wants to Replace American Order...,https://www.theatlantic.com/international/archive/2022/07/china-xi-jinping-global-security-initiative/670504/,2,True,theatlantic.com
China builds mind reading device that detects when men watch porn...,https://www.yahoo.com/entertainment/chinese-researchers-build-mind-reading-141114453.html,4,True,yahoo.com
China conducts missile defense test in space...,https://www.washingtontimes.com/news/2022/jun/20/china-conducts-new-missile-defense-test-even-us-pu/,7,True,washingtontimes.com
China conducts missile strikes in Taiwan Strait...,https://apnews.com/article/taiwan-asia-navy-china-air-force-4bd08ab9ecd2a9f7d450cf61618d28af,5,True,apnews.com
China deploys tanks to prevent people from withdrawing money from crisis-hit banks...,https://www.firstpost.com/world/tiananmen-square-2-0-china-deploys-tanks-to-prevent-people-from-withdrawing-money-from-crisis-hit-banks-10938001.html,3,True,firstpost.com
China extends threatening military exercises around Taiwan...,https://apnews.com/article/taiwan-china-asia-beijing-nancy-pelosi-8fa31bee2bc1dc9979ecd21f7185f7ec,2,True,apnews.com
China fires rods into sky to make it rain...,https://www.cnn.com/2022/08/17/asia/china-heat-drought-climate-yangtze-intl/index.html,3,True,cnn.com
China fires rods into sky to make rain...,https://www.cnn.com/2022/08/17/asia/china-heat-drought-climate-yangtze-intl/index.html,1,True,cnn.com
China heightens warning to USA over Pelosi visit to Taiwan...,https://www.jpost.com/international/article-712869,1,True,jpost.com
China on brink of contagious crash?,https://www.express.co.uk/news/world/1634224/china-economy-news-crash-deflation-recession-world-threat-vn,4,True,express.co.uk
China plan to take over moon...,https://www.washingtonexaminer.com/restoring-america/courage-strength-optimism/is-china-really-plotting-to-take-over-the-moon,2,True,washingtonexaminer.com
China plans to complete space station with latest mission...,https://apnews.com/article/space-launches-technology-science-china-c0ac9a948f9f48252747a77f7ec4685d,1,True,apnews.com
China rocket to crash land -- no one knows where...,https://www.msn.com/en-us/news/world/debris-from-china-rocket-launch-to-crash-land-%e2%80%94-and-no-one-knows-where/ar-AAZVMxx,1,True,msn.com
China satellite swarms hunt down and destroy enemy targets...,https://www.the-sun.com/news/5769029/china-ai-satellite-swarms-hunt-destroy-enemy/,3,True,the-sun.com
China says successfully intercepted missile in flight...,https://apnews.com/article/politics-taiwan-china-beijing-6a34c56628be111959ed3d5e6a3a429a,1,True,apnews.com
China sounds alarm after detecting NEW 'Langya' virus; 35 infected...,https://www.the-sun.com/health/5961203/china-sounds-alarm-new-langya-virus/,2,True,the-sun.com
China threatens 'strong measures' if Pelosi visits Taiwan...,https://apnews.com/article/china-beijing-nancy-pelosi-taiwan-newt-gingrich-8ca46ccaeeb78634d455102b7eea31ff,4,True,apnews.com
China to send troops to Russia for joint military exercise...,https://www.nbcnews.com/news/world/china-send-troops-russia-joint-military-exercise-rcna43460,3,True,nbcnews.com
China tries to silence celebrations...,https://uk.news.yahoo.com/china-says-shocked-abe-attack-081359866.html,4,True,yahoo.com
China unleashes newest attack submarine...,https://www.news.com.au/technology/innovation/military/china-unleashes-newest-attack-submarine-off-taiwan-coast/news-story/12e2a851be5ea7745ff95141c4b5d591,2,True,news.com.au
China using health tracker for crowd control...,https://apnews.com/article/covid-technology-health-government-and-politics-7b1ea828f10f76e8190410457a05286f,2,True,apnews.com
"China will 'not hesitate to start war' over Taiwan, Beijing tells USA...",https://www.msn.com/en-xl/news/other/china-will-not-hesitate-to-start-war-over-taiwan-beijing-tells-us/ar-AAYisrt,1,True,msn.com
China's Buffett-backed BYD takes top spot...,https://www.dailymail.co.uk/sciencetech/article-10984303/Tesla-no-longer-worlds-largest-electric-vehicle-maker.html,3,True,dailymail.co.uk
Chinese Gang Used Sparrows to Catch Cats for Meat Trade...,https://www.vice.com/en/article/88q83g/chinese-gang-sparrows-lure-cats-rescue,3,True,vice.com
Chinese Officials Weaponizing Covid Health Tracker to Block Protests...,https://www.vice.com/en/article/93a53v/china-covid-health-code-protest-henan,1,True,vice.com
Chinese buy NDakota farm near Air Force base...,https://nypost.com/2022/07/01/chinese-firm-bought-farm-near-us-air-force-drone-base-report/,2,True,nypost.com
Chinese buy farm near US Air Force drone base...,https://nypost.com/2022/07/01/chinese-firm-bought-farm-near-us-air-force-drone-base-report/,2,True,nypost.com
Chinese dream of home ownership crumbling. Economy could go with it...,https://www.yahoo.com/video/chinese-dream-home-ownership-crumbling-090010131.html,2,True,yahoo.com
Chinese drone swarms to spearhead Taiwan invasion?,https://www.the-sun.com/news/5573864/chinas-war-drones-taiwan-usa/,1,True,the-sun.com
Chinese invasion of Taiwan may come sooner than expected...,https://www.axios.com/2022/07/29/china-taiwan-xi-pelosi-biden,1,True,axios.com
Chinese invasion of Taiwan may come sooner than expected?,https://www.axios.com/2022/07/29/china-taiwan-xi-pelosi-biden,2,True,axios.com
"Chinese military vessel docks in Sri Lanka over Indian, U.S. objections...",https://www.msn.com/en-us/news/world/chinese-military-ship-docks-in-sri-lanka-over-indian-u-s-objections/ar-AA10IfL6,2,True,msn.com
Chinese researchers can test Party loyalty with facial scans...,https://www.rfa.org/english/news/china/polygraph-loyalty-07042022131133.html,4,True,rfa.org
"Choose reality: Trust wanes, conspiracy theories rise...",https://apnews.com/article/covid-technology-health-government-and-politics-new-york-cfb56a95aec23dddbabcf3ebbe839f05,5,True,apnews.com
"Choose your reality: Trust wanes, conspiracy theories rise...",https://apnews.com/article/covid-technology-health-government-and-politics-new-york-cfb56a95aec23dddbabcf3ebbe839f05,2,True,apnews.com
Chris Pratt Navy thriller defies woke critics...,https://www.dailymail.co.uk/news/article-11087249/Chris-Pratts-new-thriller-Terminal-List-smashes-ratings-despite-woke-critics-scathing-reviews.html,6,True,dailymail.co.uk
Christian Nationalism Drove These People Out of Their Churches...,https://www.vice.com/en/article/v7vew9/christian-nationalism-churches,1,True,vice.com
Christian Quest for Power...,https://dnyuz.com/2022/07/08/the-far-right-christian-quest-for-power-we-are-seeing-them-emboldened/,3,True,dnyuz.com
Christian Quest for Power: 'Emboldened'...,https://dnyuz.com/2022/07/08/the-far-right-christian-quest-for-power-we-are-seeing-them-emboldened/,4,True,dnyuz.com
Christian activists push for total abortion ban in SC...,https://apnews.com/article/abortion-2022-midterm-elections-us-supreme-court-health-south-carolina-094091b88edb507ab5660ddcd6364624,2,True,apnews.com
Christian activists push for total ban in SC...,https://apnews.com/article/abortion-2022-midterm-elections-us-supreme-court-health-south-carolina-094091b88edb507ab5660ddcd6364624,2,True,apnews.com
Christian pregnancy clinic in Colorado burned...,https://nypost.com/2022/06/25/christian-pregnancy-center-in-colorado-vandalized-burned-after-roe-v-wade-reversal/,2,True,nypost.com
Christian school students forced to roll around in CAMEL DUNG to 'build character'...,https://www.dailymail.co.uk/news/article-10928327/Student-boarding-school-claims-forced-roll-camel-poop-build-character.html,2,True,dailymail.co.uk
Christian-born female rabbi shakes up Jewish Orthodoxy...,https://www.france24.com/en/live-news/20220624-christian-born-female-rabbi-shakes-up-jewish-orthodoxy,4,True,france24.com
Christians strip down at South Texas nudist community...,https://apnews.com/article/religion-texas-c76b03f4f7711c1a40e0e80ba1c9e7e9,1,True,apnews.com
Christians strip down at TX nudist community...,https://apnews.com/article/religion-texas-c76b03f4f7711c1a40e0e80ba1c9e7e9,2,True,apnews.com
"Churches Move Cautiously, Call for Calm...",https://www.wsj.com/articles/churches-move-cautiously-on-abortion-and-call-for-calm-post-roe-11656268174,2,True,wsj.com
Churches sue to use hallucinogenic tea in religious practice...,https://www.upi.com/Top_News/US/2022/07/19/Arizona-churches-lawsuit-halucinogenic-tea-ayahuasca/5201658244486/,1,True,upi.com
Churchill Portrait Disappears in Art Heist...,https://dnyuz.com/2022/08/24/churchill-portrait-disappears-in-art-heist-in-canada/,2,True,dnyuz.com
Cippollone Said Pence should get Medal of Honor!,https://www.cnn.com/politics/live-news/january-6-hearings-july-12/h_8ce42be9db3fe22355532d7bdf325ca4,2,True,cnn.com
Cities face crisis as fewer kids enroll and schools shrink...,https://apnews.com/article/covid-health-chicago-race-and-ethnicity-a178d2dbe5d8e10d155b3f740da39609,1,True,apnews.com
Cities near nuke plant shelled...,https://apnews.com/article/russia-ukraine-dnipropetrovsk-60189b7fe36ab5d1dcdba82c978d054e,1,True,apnews.com
Cities near nuke plant shelled...,https://www.politico.com/news/2022/08/28/ukrainian-nuclear-plant-shelled-00054009,2,True,politico.com
Cities quickly max out on vax...,https://thehill.com/policy/healthcare/3538598-dc-and-nyc-quickly-max-out-on-monkeypox-vaccines/,3,True,thehill.com
"Citing crime, Bev Hills boutique bans face masks...",https://www.msn.com/en-us/news/other/citing-crime-a-posh-beverly-hills-boutique-bans-face-masks-is-it-really-about-publicity/ar-AA10Zesg,3,True,msn.com
"Citing recruiting woes, Army sheds 28,000 troops...",https://www.militarytimes.com/news/your-army/2022/07/19/army-will-be-up-to-28000-troops-understrength-vice-chief-tells-congress/,3,True,militarytimes.com
City in New Mexico facing dire water emergency...,https://abcnews.go.com/US/las-vegas-declares-emergency-50-days-clean-water/story?id=87623219,2,True,go.com
Civilians Targeted in Clashes That Kill 11; Horror in Juarez...,https://abcnews.go.com/International/wireStory/gang-violence-leaves-11-dead-mexican-border-city-88295071,2,True,go.com
Claims destiny to return territories to Russia...,https://news.yahoo.com/putin-pretends-historian-again-says-144611277.html,1,True,yahoo.com
Claims that 5 San Diego State football players raped girl followed by months of silence...,https://lmtribune.com/nation/claims-that-5-san-diego-state-football-players-raped-a-girl-were-followed-by-months/article_b83e6205-0e1d-5ab5-801b-f9bb48bab7b0.html,1,True,lmtribune.com
Clarence Thomas argues to make it easier to sue media for libel...,https://www.mediaite.com/news/clarence-thomas-argues-for-revisiting-actual-malice-standard-that-would-make-it-easier-to-sue-media-for-defamation/,1,True,mediaite.com
